target,buying,maint,doors,persons,lug_boot,safety
unacc_783,1,3,1,0,0,0
unacc_784,1,3,1,0,0,1
unacc_785,1,3,1,0,0,2
unacc_786,1,3,1,0,1,0
unacc_787,1,3,1,0,1,1
unacc_788,1,3,1,0,1,2
unacc_789,1,3,1,0,2,0
unacc_790,1,3,1,0,2,1
unacc_791,1,3,1,0,2,2
unacc_792,1,3,1,1,0,0
unacc_793,1,3,1,1,0,1
acc_794,1,3,1,1,0,2
unacc_795,1,3,1,1,1,0
unacc_796,1,3,1,1,1,1
acc_797,1,3,1,1,1,2
unacc_798,1,3,1,1,2,0
acc_799,1,3,1,1,2,1
acc_800,1,3,1,1,2,2
unacc_801,1,3,1,2,0,0
unacc_802,1,3,1,2,0,1
acc_803,1,3,1,2,0,2
unacc_804,1,3,1,2,1,0
acc_805,1,3,1,2,1,1
acc_806,1,3,1,2,1,2
unacc_807,1,3,1,2,2,0
acc_808,1,3,1,2,2,1
acc_809,1,3,1,2,2,2
unacc_810,1,3,2,0,0,0
unacc_811,1,3,2,0,0,1
unacc_812,1,3,2,0,0,2
unacc_813,1,3,2,0,1,0
unacc_814,1,3,2,0,1,1
unacc_815,1,3,2,0,1,2
unacc_816,1,3,2,0,2,0
unacc_817,1,3,2,0,2,1
unacc_818,1,3,2,0,2,2
unacc_819,1,3,2,1,0,0
unacc_820,1,3,2,1,0,1
acc_821,1,3,2,1,0,2
unacc_822,1,3,2,1,1,0
acc_823,1,3,2,1,1,1
acc_824,1,3,2,1,1,2
unacc_825,1,3,2,1,2,0
acc_826,1,3,2,1,2,1
acc_827,1,3,2,1,2,2
unacc_828,1,3,2,2,0,0
unacc_829,1,3,2,2,0,1
acc_830,1,3,2,2,0,2
unacc_831,1,3,2,2,1,0
acc_832,1,3,2,2,1,1
acc_833,1,3,2,2,1,2
unacc_834,1,3,2,2,2,0
acc_835,1,3,2,2,2,1
acc_836,1,3,2,2,2,2
unacc_837,1,3,3,0,0,0
unacc_838,1,3,3,0,0,1
unacc_839,1,3,3,0,0,2
unacc_840,1,3,3,0,1,0
unacc_841,1,3,3,0,1,1
unacc_842,1,3,3,0,1,2
unacc_843,1,3,3,0,2,0
unacc_844,1,3,3,0,2,1
unacc_845,1,3,3,0,2,2
unacc_846,1,3,3,1,0,0
unacc_847,1,3,3,1,0,1
acc_848,1,3,3,1,0,2
unacc_849,1,3,3,1,1,0
acc_850,1,3,3,1,1,1
acc_851,1,3,3,1,1,2
unacc_852,1,3,3,1,2,0
acc_853,1,3,3,1,2,1
acc_854,1,3,3,1,2,2
unacc_855,1,3,3,2,0,0
unacc_856,1,3,3,2,0,1
acc_857,1,3,3,2,0,2
unacc_858,1,3,3,2,1,0
acc_859,1,3,3,2,1,1
acc_860,1,3,3,2,1,2
unacc_861,1,3,3,2,2,0
acc_862,1,3,3,2,2,1
acc_863,1,3,3,2,2,2
unacc_864,2,0,0,0,0,0
unacc_865,2,0,0,0,0,1
unacc_866,2,0,0,0,0,2
unacc_867,2,0,0,0,1,0
unacc_868,2,0,0,0,1,1
unacc_869,2,0,0,0,1,2
unacc_870,2,0,0,0,2,0
unacc_871,2,0,0,0,2,1
unacc_872,2,0,0,0,2,2
unacc_873,2,0,0,1,0,0
unacc_874,2,0,0,1,0,1
acc_875,2,0,0,1,0,2
unacc_876,2,0,0,1,1,0
unacc_877,2,0,0,1,1,1
acc_878,2,0,0,1,1,2
unacc_879,2,0,0,1,2,0
acc_880,2,0,0,1,2,1
acc_881,2,0,0,1,2,2
unacc_882,2,0,0,2,0,0
unacc_883,2,0,0,2,0,1
unacc_884,2,0,0,2,0,2
unacc_885,2,0,0,2,1,0
unacc_886,2,0,0,2,1,1
acc_887,2,0,0,2,1,2
unacc_888,2,0,0,2,2,0
acc_889,2,0,0,2,2,1
acc_890,2,0,0,2,2,2
unacc_891,2,0,1,0,0,0
unacc_892,2,0,1,0,0,1
unacc_893,2,0,1,0,0,2
unacc_894,2,0,1,0,1,0
unacc_895,2,0,1,0,1,1
unacc_896,2,0,1,0,1,2
unacc_897,2,0,1,0,2,0
unacc_898,2,0,1,0,2,1
unacc_899,2,0,1,0,2,2
unacc_900,2,0,1,1,0,0
unacc_901,2,0,1,1,0,1
acc_902,2,0,1,1,0,2
unacc_903,2,0,1,1,1,0
unacc_904,2,0,1,1,1,1
acc_905,2,0,1,1,1,2
unacc_906,2,0,1,1,2,0
acc_907,2,0,1,1,2,1
acc_908,2,0,1,1,2,2
unacc_909,2,0,1,2,0,0
unacc_910,2,0,1,2,0,1
acc_911,2,0,1,2,0,2
unacc_912,2,0,1,2,1,0
acc_913,2,0,1,2,1,1
acc_914,2,0,1,2,1,2
unacc_915,2,0,1,2,2,0
acc_916,2,0,1,2,2,1
acc_917,2,0,1,2,2,2
unacc_918,2,0,2,0,0,0
unacc_919,2,0,2,0,0,1
unacc_920,2,0,2,0,0,2
unacc_921,2,0,2,0,1,0
unacc_922,2,0,2,0,1,1
unacc_923,2,0,2,0,1,2
unacc_924,2,0,2,0,2,0
unacc_925,2,0,2,0,2,1
unacc_926,2,0,2,0,2,2
unacc_927,2,0,2,1,0,0
unacc_928,2,0,2,1,0,1
acc_929,2,0,2,1,0,2
unacc_930,2,0,2,1,1,0
acc_931,2,0,2,1,1,1
acc_932,2,0,2,1,1,2
unacc_933,2,0,2,1,2,0
acc_934,2,0,2,1,2,1
acc_935,2,0,2,1,2,2
unacc_936,2,0,2,2,0,0
unacc_937,2,0,2,2,0,1
acc_938,2,0,2,2,0,2
unacc_939,2,0,2,2,1,0
acc_940,2,0,2,2,1,1
acc_941,2,0,2,2,1,2
unacc_942,2,0,2,2,2,0
acc_943,2,0,2,2,2,1
acc_944,2,0,2,2,2,2
unacc_945,2,0,3,0,0,0
unacc_946,2,0,3,0,0,1
unacc_947,2,0,3,0,0,2
unacc_948,2,0,3,0,1,0
unacc_949,2,0,3,0,1,1
unacc_950,2,0,3,0,1,2
unacc_951,2,0,3,0,2,0
unacc_952,2,0,3,0,2,1
unacc_953,2,0,3,0,2,2
unacc_954,2,0,3,1,0,0
unacc_955,2,0,3,1,0,1
acc_956,2,0,3,1,0,2
unacc_957,2,0,3,1,1,0
acc_958,2,0,3,1,1,1
acc_959,2,0,3,1,1,2
unacc_960,2,0,3,1,2,0
acc_961,2,0,3,1,2,1
acc_962,2,0,3,1,2,2
unacc_963,2,0,3,2,0,0
unacc_964,2,0,3,2,0,1
acc_965,2,0,3,2,0,2
unacc_966,2,0,3,2,1,0
acc_967,2,0,3,2,1,1
acc_968,2,0,3,2,1,2
unacc_969,2,0,3,2,2,0
acc_970,2,0,3,2,2,1
acc_971,2,0,3,2,2,2
unacc_972,2,1,0,0,0,0
unacc_973,2,1,0,0,0,1
unacc_974,2,1,0,0,0,2
unacc_975,2,1,0,0,1,0
unacc_976,2,1,0,0,1,1
unacc_977,2,1,0,0,1,2
unacc_978,2,1,0,0,2,0
unacc_979,2,1,0,0,2,1
unacc_980,2,1,0,0,2,2
unacc_981,2,1,0,1,0,0
unacc_982,2,1,0,1,0,1
acc_983,2,1,0,1,0,2
unacc_984,2,1,0,1,1,0
unacc_985,2,1,0,1,1,1
acc_986,2,1,0,1,1,2
unacc_987,2,1,0,1,2,0
acc_988,2,1,0,1,2,1
acc_989,2,1,0,1,2,2
unacc_990,2,1,0,2,0,0
unacc_991,2,1,0,2,0,1
unacc_992,2,1,0,2,0,2
unacc_993,2,1,0,2,1,0
unacc_994,2,1,0,2,1,1
acc_995,2,1,0,2,1,2
unacc_996,2,1,0,2,2,0
acc_997,2,1,0,2,2,1
acc_998,2,1,0,2,2,2
unacc_999,2,1,1,0,0,0
unacc_1000,2,1,1,0,0,1
unacc_1001,2,1,1,0,0,2
unacc_1002,2,1,1,0,1,0
unacc_1003,2,1,1,0,1,1
unacc_1004,2,1,1,0,1,2
unacc_1005,2,1,1,0,2,0
unacc_1006,2,1,1,0,2,1
unacc_1007,2,1,1,0,2,2
unacc_1008,2,1,1,1,0,0
unacc_1009,2,1,1,1,0,1
acc_1010,2,1,1,1,0,2
unacc_1011,2,1,1,1,1,0
unacc_1012,2,1,1,1,1,1
acc_1013,2,1,1,1,1,2
unacc_1014,2,1,1,1,2,0
acc_1015,2,1,1,1,2,1
acc_1016,2,1,1,1,2,2
unacc_1017,2,1,1,2,0,0
unacc_1018,2,1,1,2,0,1
acc_1019,2,1,1,2,0,2
unacc_1020,2,1,1,2,1,0
acc_1021,2,1,1,2,1,1
acc_1022,2,1,1,2,1,2
unacc_1023,2,1,1,2,2,0
acc_1024,2,1,1,2,2,1
acc_1025,2,1,1,2,2,2
unacc_1026,2,1,2,0,0,0
unacc_1027,2,1,2,0,0,1
unacc_1028,2,1,2,0,0,2
unacc_1029,2,1,2,0,1,0
unacc_1030,2,1,2,0,1,1
unacc_1031,2,1,2,0,1,2
unacc_1032,2,1,2,0,2,0
unacc_1033,2,1,2,0,2,1
unacc_1034,2,1,2,0,2,2
unacc_1035,2,1,2,1,0,0
unacc_1036,2,1,2,1,0,1
acc_1037,2,1,2,1,0,2
unacc_1038,2,1,2,1,1,0
acc_1039,2,1,2,1,1,1
acc_1040,2,1,2,1,1,2
unacc_1041,2,1,2,1,2,0
acc_1042,2,1,2,1,2,1
acc_1043,2,1,2,1,2,2
unacc_1044,2,1,2,2,0,0
unacc_1045,2,1,2,2,0,1
acc_1046,2,1,2,2,0,2
unacc_1047,2,1,2,2,1,0
acc_1048,2,1,2,2,1,1
acc_1049,2,1,2,2,1,2
unacc_1050,2,1,2,2,2,0
acc_1051,2,1,2,2,2,1
acc_1052,2,1,2,2,2,2
unacc_1053,2,1,3,0,0,0
unacc_1054,2,1,3,0,0,1
unacc_1055,2,1,3,0,0,2
unacc_1056,2,1,3,0,1,0
unacc_1057,2,1,3,0,1,1
unacc_1058,2,1,3,0,1,2
unacc_1059,2,1,3,0,2,0
unacc_1060,2,1,3,0,2,1
unacc_1061,2,1,3,0,2,2
unacc_1062,2,1,3,1,0,0
unacc_1063,2,1,3,1,0,1
acc_1064,2,1,3,1,0,2
unacc_1065,2,1,3,1,1,0
acc_1066,2,1,3,1,1,1
acc_1067,2,1,3,1,1,2
unacc_1068,2,1,3,1,2,0
acc_1069,2,1,3,1,2,1
acc_1070,2,1,3,1,2,2
unacc_1071,2,1,3,2,0,0
unacc_1072,2,1,3,2,0,1
acc_1073,2,1,3,2,0,2
unacc_1074,2,1,3,2,1,0
acc_1075,2,1,3,2,1,1
acc_1076,2,1,3,2,1,2
unacc_1077,2,1,3,2,2,0
acc_1078,2,1,3,2,2,1
acc_1079,2,1,3,2,2,2
unacc_1080,2,2,0,0,0,0
unacc_1081,2,2,0,0,0,1
unacc_1082,2,2,0,0,0,2
unacc_1083,2,2,0,0,1,0
unacc_1084,2,2,0,0,1,1
unacc_1085,2,2,0,0,1,2
unacc_1086,2,2,0,0,2,0
unacc_1087,2,2,0,0,2,1
unacc_1088,2,2,0,0,2,2
unacc_1089,2,2,0,1,0,0
acc_1090,2,2,0,1,0,1
acc_1091,2,2,0,1,0,2
unacc_1092,2,2,0,1,1,0
acc_1093,2,2,0,1,1,1
acc_1094,2,2,0,1,1,2
unacc_1095,2,2,0,1,2,0
acc_1096,2,2,0,1,2,1
vgood_1097,2,2,0,1,2,2
unacc_1098,2,2,0,2,0,0
unacc_1099,2,2,0,2,0,1
unacc_1100,2,2,0,2,0,2
unacc_1101,2,2,0,2,1,0
acc_1102,2,2,0,2,1,1
acc_1103,2,2,0,2,1,2
unacc_1104,2,2,0,2,2,0
acc_1105,2,2,0,2,2,1
vgood_1106,2,2,0,2,2,2
unacc_1107,2,2,1,0,0,0
unacc_1108,2,2,1,0,0,1
unacc_1109,2,2,1,0,0,2
unacc_1110,2,2,1,0,1,0
unacc_1111,2,2,1,0,1,1
unacc_1112,2,2,1,0,1,2
unacc_1113,2,2,1,0,2,0
unacc_1114,2,2,1,0,2,1
unacc_1115,2,2,1,0,2,2
unacc_1116,2,2,1,1,0,0
acc_1117,2,2,1,1,0,1
acc_1118,2,2,1,1,0,2
unacc_1119,2,2,1,1,1,0
acc_1120,2,2,1,1,1,1
acc_1121,2,2,1,1,1,2
unacc_1122,2,2,1,1,2,0
acc_1123,2,2,1,1,2,1
vgood_1124,2,2,1,1,2,2
unacc_1125,2,2,1,2,0,0
acc_1126,2,2,1,2,0,1
acc_1127,2,2,1,2,0,2
unacc_1128,2,2,1,2,1,0
acc_1129,2,2,1,2,1,1
vgood_1130,2,2,1,2,1,2
unacc_1131,2,2,1,2,2,0
acc_1132,2,2,1,2,2,1
vgood_1133,2,2,1,2,2,2
unacc_1134,2,2,2,0,0,0
unacc_1135,2,2,2,0,0,1
unacc_1136,2,2,2,0,0,2
unacc_1137,2,2,2,0,1,0
unacc_1138,2,2,2,0,1,1
unacc_1139,2,2,2,0,1,2
unacc_1140,2,2,2,0,2,0
unacc_1141,2,2,2,0,2,1
unacc_1142,2,2,2,0,2,2
unacc_1143,2,2,2,1,0,0
acc_1144,2,2,2,1,0,1
acc_1145,2,2,2,1,0,2
unacc_1146,2,2,2,1,1,0
acc_1147,2,2,2,1,1,1
vgood_1148,2,2,2,1,1,2
unacc_1149,2,2,2,1,2,0
acc_1150,2,2,2,1,2,1
vgood_1151,2,2,2,1,2,2
unacc_1152,2,2,2,2,0,0
acc_1153,2,2,2,2,0,1
acc_1154,2,2,2,2,0,2
unacc_1155,2,2,2,2,1,0
acc_1156,2,2,2,2,1,1
vgood_1157,2,2,2,2,1,2
unacc_1158,2,2,2,2,2,0
acc_1159,2,2,2,2,2,1
vgood_1160,2,2,2,2,2,2
unacc_1161,2,2,3,0,0,0
unacc_1162,2,2,3,0,0,1
unacc_1163,2,2,3,0,0,2
unacc_1164,2,2,3,0,1,0
unacc_1165,2,2,3,0,1,1
unacc_1166,2,2,3,0,1,2
unacc_1167,2,2,3,0,2,0
unacc_1168,2,2,3,0,2,1
unacc_1169,2,2,3,0,2,2
unacc_1170,2,2,3,1,0,0
acc_1171,2,2,3,1,0,1
acc_1172,2,2,3,1,0,2
unacc_1173,2,2,3,1,1,0
acc_1174,2,2,3,1,1,1
vgood_1175,2,2,3,1,1,2
unacc_1176,2,2,3,1,2,0
acc_1177,2,2,3,1,2,1
vgood_1178,2,2,3,1,2,2
unacc_1179,2,2,3,2,0,0
acc_1180,2,2,3,2,0,1
acc_1181,2,2,3,2,0,2
unacc_1182,2,2,3,2,1,0
acc_1183,2,2,3,2,1,1
vgood_1184,2,2,3,2,1,2
unacc_1185,2,2,3,2,2,0
acc_1186,2,2,3,2,2,1
vgood_1187,2,2,3,2,2,2
unacc_1188,2,3,0,0,0,0
unacc_1189,2,3,0,0,0,1
unacc_1190,2,3,0,0,0,2
unacc_1191,2,3,0,0,1,0
unacc_1192,2,3,0,0,1,1
unacc_1193,2,3,0,0,1,2
unacc_1194,2,3,0,0,2,0
unacc_1195,2,3,0,0,2,1
unacc_1196,2,3,0,0,2,2
unacc_1197,2,3,0,1,0,0
acc_1198,2,3,0,1,0,1
good_1199,2,3,0,1,0,2
unacc_1200,2,3,0,1,1,0
acc_1201,2,3,0,1,1,1
good_1202,2,3,0,1,1,2
unacc_1203,2,3,0,1,2,0
good_1204,2,3,0,1,2,1
vgood_1205,2,3,0,1,2,2
unacc_1206,2,3,0,2,0,0
unacc_1207,2,3,0,2,0,1
unacc_1208,2,3,0,2,0,2
unacc_1209,2,3,0,2,1,0
acc_1210,2,3,0,2,1,1
good_1211,2,3,0,2,1,2
unacc_1212,2,3,0,2,2,0
good_1213,2,3,0,2,2,1
vgood_1214,2,3,0,2,2,2
unacc_1215,2,3,1,0,0,0
unacc_1216,2,3,1,0,0,1
unacc_1217,2,3,1,0,0,2
unacc_1218,2,3,1,0,1,0
unacc_1219,2,3,1,0,1,1
unacc_1220,2,3,1,0,1,2
unacc_1221,2,3,1,0,2,0
unacc_1222,2,3,1,0,2,1
unacc_1223,2,3,1,0,2,2
unacc_1224,2,3,1,1,0,0
acc_1225,2,3,1,1,0,1
good_1226,2,3,1,1,0,2
unacc_1227,2,3,1,1,1,0
acc_1228,2,3,1,1,1,1
good_1229,2,3,1,1,1,2
unacc_1230,2,3,1,1,2,0
good_1231,2,3,1,1,2,1
vgood_1232,2,3,1,1,2,2
unacc_1233,2,3,1,2,0,0
acc_1234,2,3,1,2,0,1
good_1235,2,3,1,2,0,2
unacc_1236,2,3,1,2,1,0
good_1237,2,3,1,2,1,1
vgood_1238,2,3,1,2,1,2
unacc_1239,2,3,1,2,2,0
good_1240,2,3,1,2,2,1
vgood_1241,2,3,1,2,2,2
unacc_1242,2,3,2,0,0,0
unacc_1243,2,3,2,0,0,1
unacc_1244,2,3,2,0,0,2
unacc_1245,2,3,2,0,1,0
unacc_1246,2,3,2,0,1,1
unacc_1247,2,3,2,0,1,2
unacc_1248,2,3,2,0,2,0
unacc_1249,2,3,2,0,2,1
unacc_1250,2,3,2,0,2,2
unacc_1251,2,3,2,1,0,0
acc_1252,2,3,2,1,0,1
good_1253,2,3,2,1,0,2
unacc_1254,2,3,2,1,1,0
good_1255,2,3,2,1,1,1
vgood_1256,2,3,2,1,1,2
unacc_1257,2,3,2,1,2,0
good_1258,2,3,2,1,2,1
vgood_1259,2,3,2,1,2,2
unacc_1260,2,3,2,2,0,0
acc_1261,2,3,2,2,0,1
good_1262,2,3,2,2,0,2
unacc_1263,2,3,2,2,1,0
good_1264,2,3,2,2,1,1
vgood_1265,2,3,2,2,1,2
unacc_1266,2,3,2,2,2,0
good_1267,2,3,2,2,2,1
vgood_1268,2,3,2,2,2,2
unacc_1269,2,3,3,0,0,0
unacc_1270,2,3,3,0,0,1
unacc_1271,2,3,3,0,0,2
unacc_1272,2,3,3,0,1,0
unacc_1273,2,3,3,0,1,1
unacc_1274,2,3,3,0,1,2
unacc_1275,2,3,3,0,2,0
unacc_1276,2,3,3,0,2,1
unacc_1277,2,3,3,0,2,2
unacc_1278,2,3,3,1,0,0
acc_1279,2,3,3,1,0,1
good_1280,2,3,3,1,0,2
unacc_1281,2,3,3,1,1,0
good_1282,2,3,3,1,1,1
vgood_1283,2,3,3,1,1,2
unacc_1284,2,3,3,1,2,0
good_1285,2,3,3,1,2,1
vgood_1286,2,3,3,1,2,2
unacc_1287,2,3,3,2,0,0
acc_1288,2,3,3,2,0,1
good_1289,2,3,3,2,0,2
unacc_1290,2,3,3,2,1,0
good_1291,2,3,3,2,1,1
vgood_1292,2,3,3,2,1,2
unacc_1293,2,3,3,2,2,0
good_1294,2,3,3,2,2,1
vgood_1295,2,3,3,2,2,2
unacc_1296,3,0,0,0,0,0
unacc_1297,3,0,0,0,0,1
unacc_1298,3,0,0,0,0,2
unacc_1299,3,0,0,0,1,0
unacc_1300,3,0,0,0,1,1
unacc_1301,3,0,0,0,1,2
unacc_1302,3,0,0,0,2,0
unacc_1303,3,0,0,0,2,1
unacc_1304,3,0,0,0,2,2
unacc_1305,3,0,0,1,0,0
unacc_1306,3,0,0,1,0,1
acc_1307,3,0,0,1,0,2
unacc_1308,3,0,0,1,1,0
unacc_1309,3,0,0,1,1,1
acc_1310,3,0,0,1,1,2
unacc_1311,3,0,0,1,2,0
acc_1312,3,0,0,1,2,1
acc_1313,3,0,0,1,2,2
unacc_1314,3,0,0,2,0,0
unacc_1315,3,0,0,2,0,1
unacc_1316,3,0,0,2,0,2
unacc_1317,3,0,0,2,1,0
unacc_1318,3,0,0,2,1,1
acc_1319,3,0,0,2,1,2
unacc_1320,3,0,0,2,2,0
acc_1321,3,0,0,2,2,1
acc_1322,3,0,0,2,2,2
unacc_1323,3,0,1,0,0,0
unacc_1324,3,0,1,0,0,1
unacc_1325,3,0,1,0,0,2
unacc_1326,3,0,1,0,1,0
unacc_1327,3,0,1,0,1,1
unacc_1328,3,0,1,0,1,2
unacc_1329,3,0,1,0,2,0
unacc_1330,3,0,1,0,2,1
unacc_1331,3,0,1,0,2,2
unacc_1332,3,0,1,1,0,0
unacc_1333,3,0,1,1,0,1
acc_1334,3,0,1,1,0,2
unacc_1335,3,0,1,1,1,0
unacc_1336,3,0,1,1,1,1
acc_1337,3,0,1,1,1,2
unacc_1338,3,0,1,1,2,0
acc_1339,3,0,1,1,2,1
acc_1340,3,0,1,1,2,2
unacc_1341,3,0,1,2,0,0
unacc_1342,3,0,1,2,0,1
acc_1343,3,0,1,2,0,2
unacc_1344,3,0,1,2,1,0
acc_1345,3,0,1,2,1,1
acc_1346,3,0,1,2,1,2
unacc_1347,3,0,1,2,2,0
acc_1348,3,0,1,2,2,1
acc_1349,3,0,1,2,2,2
unacc_1350,3,0,2,0,0,0
unacc_1351,3,0,2,0,0,1
unacc_1352,3,0,2,0,0,2
unacc_1353,3,0,2,0,1,0
unacc_1354,3,0,2,0,1,1
unacc_1355,3,0,2,0,1,2
unacc_1356,3,0,2,0,2,0
unacc_1357,3,0,2,0,2,1
unacc_1358,3,0,2,0,2,2
unacc_1359,3,0,2,1,0,0
unacc_1360,3,0,2,1,0,1
acc_1361,3,0,2,1,0,2
unacc_1362,3,0,2,1,1,0
acc_1363,3,0,2,1,1,1
acc_1364,3,0,2,1,1,2
unacc_1365,3,0,2,1,2,0
acc_1366,3,0,2,1,2,1
acc_1367,3,0,2,1,2,2
unacc_1368,3,0,2,2,0,0
unacc_1369,3,0,2,2,0,1
acc_1370,3,0,2,2,0,2
unacc_1371,3,0,2,2,1,0
acc_1372,3,0,2,2,1,1
acc_1373,3,0,2,2,1,2
unacc_1374,3,0,2,2,2,0
acc_1375,3,0,2,2,2,1
acc_1376,3,0,2,2,2,2
unacc_1377,3,0,3,0,0,0
unacc_1378,3,0,3,0,0,1
unacc_1379,3,0,3,0,0,2
unacc_1380,3,0,3,0,1,0
unacc_1381,3,0,3,0,1,1
unacc_1382,3,0,3,0,1,2
unacc_1383,3,0,3,0,2,0
unacc_1384,3,0,3,0,2,1
unacc_1385,3,0,3,0,2,2
unacc_1386,3,0,3,1,0,0
unacc_1387,3,0,3,1,0,1
acc_1388,3,0,3,1,0,2
unacc_1389,3,0,3,1,1,0
acc_1390,3,0,3,1,1,1
acc_1391,3,0,3,1,1,2
unacc_1392,3,0,3,1,2,0
acc_1393,3,0,3,1,2,1
acc_1394,3,0,3,1,2,2
unacc_1395,3,0,3,2,0,0
unacc_1396,3,0,3,2,0,1
acc_1397,3,0,3,2,0,2
unacc_1398,3,0,3,2,1,0
acc_1399,3,0,3,2,1,1
acc_1400,3,0,3,2,1,2
unacc_1401,3,0,3,2,2,0
acc_1402,3,0,3,2,2,1
acc_1403,3,0,3,2,2,2
unacc_1404,3,1,0,0,0,0
unacc_1405,3,1,0,0,0,1
unacc_1406,3,1,0,0,0,2
unacc_1407,3,1,0,0,1,0
unacc_1408,3,1,0,0,1,1
unacc_1409,3,1,0,0,1,2
unacc_1410,3,1,0,0,2,0
unacc_1411,3,1,0,0,2,1
unacc_1412,3,1,0,0,2,2
unacc_1413,3,1,0,1,0,0
acc_1414,3,1,0,1,0,1
acc_1415,3,1,0,1,0,2
unacc_1416,3,1,0,1,1,0
acc_1417,3,1,0,1,1,1
acc_1418,3,1,0,1,1,2
unacc_1419,3,1,0,1,2,0
acc_1420,3,1,0,1,2,1
vgood_1421,3,1,0,1,2,2
unacc_1422,3,1,0,2,0,0
unacc_1423,3,1,0,2,0,1
unacc_1424,3,1,0,2,0,2
unacc_1425,3,1,0,2,1,0
acc_1426,3,1,0,2,1,1
acc_1427,3,1,0,2,1,2
unacc_1428,3,1,0,2,2,0
acc_1429,3,1,0,2,2,1
vgood_1430,3,1,0,2,2,2
unacc_1431,3,1,1,0,0,0
unacc_1432,3,1,1,0,0,1
unacc_1433,3,1,1,0,0,2
unacc_1434,3,1,1,0,1,0
unacc_1435,3,1,1,0,1,1
unacc_1436,3,1,1,0,1,2
unacc_1437,3,1,1,0,2,0
unacc_1438,3,1,1,0,2,1
unacc_1439,3,1,1,0,2,2
unacc_1440,3,1,1,1,0,0
acc_1441,3,1,1,1,0,1
acc_1442,3,1,1,1,0,2
unacc_1443,3,1,1,1,1,0
acc_1444,3,1,1,1,1,1
acc_1445,3,1,1,1,1,2
unacc_1446,3,1,1,1,2,0
acc_1447,3,1,1,1,2,1
vgood_1448,3,1,1,1,2,2
unacc_1449,3,1,1,2,0,0
acc_1450,3,1,1,2,0,1
acc_1451,3,1,1,2,0,2
unacc_1452,3,1,1,2,1,0
acc_1453,3,1,1,2,1,1
vgood_1454,3,1,1,2,1,2
unacc_1455,3,1,1,2,2,0
acc_1456,3,1,1,2,2,1
vgood_1457,3,1,1,2,2,2
unacc_1458,3,1,2,0,0,0
unacc_1459,3,1,2,0,0,1
unacc_1460,3,1,2,0,0,2
unacc_1461,3,1,2,0,1,0
unacc_1462,3,1,2,0,1,1
unacc_1463,3,1,2,0,1,2
unacc_1464,3,1,2,0,2,0
unacc_1465,3,1,2,0,2,1
unacc_1466,3,1,2,0,2,2
unacc_1467,3,1,2,1,0,0
acc_1468,3,1,2,1,0,1
acc_1469,3,1,2,1,0,2
unacc_1470,3,1,2,1,1,0
acc_1471,3,1,2,1,1,1
vgood_1472,3,1,2,1,1,2
unacc_1473,3,1,2,1,2,0
acc_1474,3,1,2,1,2,1
vgood_1475,3,1,2,1,2,2
unacc_1476,3,1,2,2,0,0
acc_1477,3,1,2,2,0,1
acc_1478,3,1,2,2,0,2
unacc_1479,3,1,2,2,1,0
acc_1480,3,1,2,2,1,1
vgood_1481,3,1,2,2,1,2
unacc_1482,3,1,2,2,2,0
acc_1483,3,1,2,2,2,1
vgood_1484,3,1,2,2,2,2
unacc_1485,3,1,3,0,0,0
unacc_1486,3,1,3,0,0,1
unacc_1487,3,1,3,0,0,2
unacc_1488,3,1,3,0,1,0
unacc_1489,3,1,3,0,1,1
unacc_1490,3,1,3,0,1,2
unacc_1491,3,1,3,0,2,0
unacc_1492,3,1,3,0,2,1
unacc_1493,3,1,3,0,2,2
unacc_1494,3,1,3,1,0,0
acc_1495,3,1,3,1,0,1
acc_1496,3,1,3,1,0,2
unacc_1497,3,1,3,1,1,0
acc_1498,3,1,3,1,1,1
vgood_1499,3,1,3,1,1,2
unacc_1500,3,1,3,1,2,0
acc_1501,3,1,3,1,2,1
vgood_1502,3,1,3,1,2,2
unacc_1503,3,1,3,2,0,0
acc_1504,3,1,3,2,0,1
acc_1505,3,1,3,2,0,2
unacc_1506,3,1,3,2,1,0
acc_1507,3,1,3,2,1,1
vgood_1508,3,1,3,2,1,2
unacc_1509,3,1,3,2,2,0
acc_1510,3,1,3,2,2,1
vgood_1511,3,1,3,2,2,2
unacc_1512,3,2,0,0,0,0
unacc_1513,3,2,0,0,0,1
unacc_1514,3,2,0,0,0,2
unacc_1515,3,2,0,0,1,0
unacc_1516,3,2,0,0,1,1
unacc_1517,3,2,0,0,1,2
unacc_1518,3,2,0,0,2,0
unacc_1519,3,2,0,0,2,1
unacc_1520,3,2,0,0,2,2
unacc_1521,3,2,0,1,0,0
acc_1522,3,2,0,1,0,1
good_1523,3,2,0,1,0,2
unacc_1524,3,2,0,1,1,0
acc_1525,3,2,0,1,1,1
good_1526,3,2,0,1,1,2
unacc_1527,3,2,0,1,2,0
good_1528,3,2,0,1,2,1
vgood_1529,3,2,0,1,2,2
unacc_1530,3,2,0,2,0,0
unacc_1531,3,2,0,2,0,1
unacc_1532,3,2,0,2,0,2
unacc_1533,3,2,0,2,1,0
acc_1534,3,2,0,2,1,1
good_1535,3,2,0,2,1,2
unacc_1536,3,2,0,2,2,0
good_1537,3,2,0,2,2,1
vgood_1538,3,2,0,2,2,2
unacc_1539,3,2,1,0,0,0
unacc_1540,3,2,1,0,0,1
unacc_1541,3,2,1,0,0,2
unacc_1542,3,2,1,0,1,0
unacc_1543,3,2,1,0,1,1
