target,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p_1665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
e_1666,0,2,2,1,3,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1
p_1667,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
e_1668,0,1,3,0,3,0,0,1,1,1,2,0,0,2,2,0,0,0,0,1,3,3
p_1669,3,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0
e_1670,0,1,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1
e_1671,0,1,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2
e_1672,3,1,0,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,4,4
e_1673,0,0,2,1,3,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1
e_1674,3,0,0,1,3,0,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,1
e_1675,0,0,3,1,3,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,2,1
e_1676,0,0,2,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,2,1
e_1677,3,0,0,1,3,0,1,1,5,1,0,1,1,0,0,0,0,0,1,1,0,1
e_1678,3,0,0,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,2,1
e_1679,0,0,3,1,3,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1
e_1680,1,0,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
e_1681,0,0,3,1,3,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1
e_1682,0,0,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2
p_1683,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1
e_1684,3,0,2,1,3,0,1,1,3,1,0,1,1,0,0,0,0,0,1,0,0,1
e_1685,3,0,0,1,3,0,1,1,5,1,0,1,1,0,0,0,0,0,1,0,0,1
e_1686,3,0,3,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
e_1687,3,2,3,1,3,0,1,1,5,1,0,1,0,0,0,0,0,0,1,1,0,1
e_1688,0,1,0,0,3,0,0,1,3,1,2,0,0,1,0,0,0,0,0,1,4,3
e_1689,0,2,0,0,3,0,0,1,1,1,2,0,0,1,2,0,0,0,0,0,4,3
e_1690,0,1,1,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,4,4
e_1691,0,2,3,0,3,0,0,1,4,1,2,0,0,2,1,0,0,0,0,0,4,3
e_1692,3,2,3,1,3,0,1,1,3,1,0,1,1,0,0,0,0,0,1,1,2,1
e_1693,3,0,0,1,3,0,1,1,5,1,0,1,0,0,0,0,0,0,1,0,0,1
e_1694,3,0,2,1,3,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,2,1
e_1695,0,2,3,1,3,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,2,1
e_1696,3,0,2,1,3,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1
e_1697,3,2,3,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,2,1
e_1698,0,2,3,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,1
e_1699,0,0,0,1,3,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,2,1
e_1700,0,2,0,0,3,0,0,1,4,1,2,0,0,0,2,0,0,0,0,0,4,3
e_1701,3,0,2,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
e_1702,3,2,0,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1
p_1703,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
e_1704,0,2,0,0,3,0,0,1,1,1,2,0,0,2,0,0,0,0,0,0,4,3
e_1705,0,2,0,1,3,0,1,1,3,1,0,1,1,0,0,0,0,0,1,0,0,1
e_1706,3,2,2,1,3,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1
p_1707,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0
e_1708,3,2,3,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
e_1709,0,2,3,0,3,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,3,3
e_1710,0,2,2,1,3,0,1,1,3,1,0,1,1,0,0,0,0,0,1,0,2,1
e_1711,0,2,3,1,3,0,1,1,5,1,0,1,1,0,0,0,0,0,1,0,0,1
e_1712,0,2,0,0,3,0,0,1,4,1,2,0,0,1,1,0,0,0,0,1,3,3
e_1713,0,0,3,1,3,0,1,1,5,1,0,0,1,0,0,0,0,0,1,1,2,1
e_1714,3,2,2,1,3,0,1,1,3,1,0,0,1,0,0,0,0,0,1,1,2,1
e_1715,0,2,3,0,3,0,0,1,6,1,2,0,0,2,1,0,0,0,0,0,4,3
e_1716,0,1,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1
e_1717,0,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2
e_1718,3,0,3,1,3,0,1,1,3,1,0,1,0,0,0,0,0,0,1,1,0,1
e_1719,3,0,2,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1
e_1720,3,0,0,1,3,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1
e_1721,3,0,2,1,3,0,1,1,3,1,0,1,0,0,0,0,0,0,1,0,2,1
e_1722,0,2,0,1,3,0,1,1,5,1,0,0,1,0,0,0,0,0,1,1,2,1
e_1723,0,0,0,1,3,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1
e_1724,1,1,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,2
p_1725,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
e_1726,0,0,0,1,3,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,2,1
e_1727,3,0,0,1,3,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
e_1728,0,1,0,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,1
e_1729,0,0,3,1,3,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,2,1
e_1730,3,0,2,1,3,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,2,1
p_1731,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
e_1732,3,0,3,1,3,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,2,1
e_1733,0,2,2,1,3,0,1,1,3,1,0,1,0,0,0,0,0,0,1,1,0,1
p_1734,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1
e_1735,0,2,0,1,3,0,1,1,3,1,0,0,0,0,0,0,0,0,1,1,2,1
e_1736,0,0,0,1,3,0,1,1,3,1,0,1,0,0,0,0,0,0,1,0,2,1
e_1737,0,2,0,0,3,0,0,1,6,1,2,0,0,1,1,0,0,0,0,0,3,3
e_1738,3,0,2,1,3,0,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,1
p_1739,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0
e_1740,0,2,2,1,3,0,1,1,5,1,0,0,1,0,0,0,0,0,1,0,2,1
e_1741,3,2,0,1,3,0,1,1,5,1,0,0,0,0,0,0,0,0,1,1,0,1
e_1742,3,0,3,1,3,0,1,1,3,1,0,1,1,0,0,0,0,0,1,1,0,1
e_1743,0,2,2,1,3,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,2,1
e_1744,3,1,0,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,4,1
p_1745,3,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1
e_1746,0,2,2,1,3,0,1,1,3,1,0,0,0,0,0,0,0,0,1,1,2,1
e_1747,3,2,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0
p_1748,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0
e_1749,3,0,2,1,3,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1
e_1750,0,2,3,1,3,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1
e_1751,3,1,1,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,4,4
e_1752,0,2,2,1,3,0,1,1,5,1,0,1,1,0,0,0,0,0,1,1,0,1
e_1753,0,2,2,1,3,0,1,1,5,1,0,1,1,0,0,0,0,0,1,0,2,1
p_1754,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
e_1755,3,2,0,1,3,0,1,1,5,1,0,1,0,0,0,0,0,0,1,0,0,1
e_1756,3,2,3,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
e_1757,0,2,0,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
e_1758,0,2,0,0,3,0,0,1,3,1,2,0,0,2,1,0,0,0,0,1,3,3
e_1759,0,0,3,1,3,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1
e_1760,0,0,3,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,2,1
e_1761,0,2,2,1,3,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1
e_1762,3,2,3,1,3,0,1,1,5,1,0,0,0,0,0,0,0,0,1,1,0,1
e_1763,0,2,0,0,3,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,4,3
e_1764,0,0,2,1,3,0,1,1,3,1,0,1,1,0,0,0,0,0,1,1,0,1
p_1765,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
e_1766,3,0,3,1,3,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,2,1
e_1767,0,0,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
e_1768,0,2,0,0,3,0,0,1,3,1,2,0,0,0,2,0,0,0,0,0,3,3
e_1769,0,1,1,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,1,4,1
e_1770,0,0,3,1,3,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,2,1
e_1771,0,2,0,1,3,0,1,1,5,1,0,1,0,0,0,0,0,0,1,0,2,1
e_1772,0,2,2,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1
e_1773,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
e_1774,0,2,0,0,3,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,4,3
e_1775,0,2,2,1,3,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,2,1
e_1776,0,2,2,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,2,1
p_1777,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
p_1778,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
e_1779,0,0,0,1,3,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,2,1
e_1780,0,2,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0
e_1781,3,0,0,1,3,0,1,1,3,1,0,1,1,0,0,0,0,0,1,0,0,1
e_1782,0,0,2,1,3,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,2,1
p_1783,3,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
e_1784,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
e_1785,0,2,0,1,3,0,1,1,5,1,0,1,1,0,0,0,0,0,1,0,2,1
p_1786,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
e_1787,0,0,3,1,3,0,1,1,5,1,0,1,1,0,0,0,0,0,1,0,2,1
e_1788,0,0,3,1,3,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1
e_1789,0,0,2,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1
p_1790,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0
e_1791,3,0,2,1,3,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,2,1
e_1792,0,2,0,1,3,0,1,1,5,1,0,1,0,0,0,0,0,0,1,1,2,1
e_1793,3,2,0,1,3,0,1,1,3,1,0,0,0,0,0,0,0,0,1,1,0,1
e_1794,0,2,0,1,3,0,1,1,3,1,0,1,1,0,0,0,0,0,1,1,2,1
p_1795,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
e_1796,0,2,2,1,3,0,1,1,3,1,0,0,1,0,0,0,0,0,1,1,0,1
e_1797,3,0,2,1,3,0,1,1,3,1,0,1,0,0,0,0,0,0,1,1,2,1
p_1798,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
e_1799,3,0,3,1,3,0,1,1,3,1,0,0,1,0,0,0,0,0,1,0,2,1
e_1800,3,1,0,0,3,0,0,1,4,1,2,0,0,0,2,0,0,0,0,1,3,3
e_1801,0,2,3,1,3,0,1,1,5,1,0,0,1,0,0,0,0,0,1,1,2,1
e_1802,0,2,3,0,3,0,0,1,6,1,2,0,0,0,1,0,0,0,0,0,3,3
e_1803,0,1,0,0,3,0,0,1,3,1,2,0,0,2,0,0,0,0,0,1,3,3
e_1804,3,2,0,0,3,0,0,1,1,1,2,0,0,2,2,0,0,0,0,1,4,3
e_1805,3,1,4,0,3,0,0,1,3,1,2,0,0,2,1,0,0,0,0,0,3,3
e_1806,3,0,3,1,3,0,1,1,5,1,0,1,0,0,0,0,0,0,1,1,0,1
e_1807,0,2,3,0,3,0,0,1,6,1,2,0,0,2,1,0,0,0,0,1,4,3
e_1808,0,1,3,0,3,0,0,1,3,1,2,0,0,1,1,0,0,0,0,0,4,3
e_1809,0,2,3,1,3,0,1,1,3,1,0,1,0,0,0,0,0,0,1,1,0,1
p_1810,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
e_1811,3,2,0,0,3,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,3,3
p_1812,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1
e_1813,0,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
e_1814,0,0,2,1,3,0,1,1,5,1,0,0,0,0,0,0,0,0,1,0,2,1
e_1815,0,1,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1
p_1816,0,2,3,1,4,0,0,1,5,0,2,2,3,3,3,0,0,0,2,3,4,1
e_1817,3,0,0,1,3,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,2,1
e_1818,3,0,2,1,3,0,1,1,3,1,0,1,1,0,0,0,0,0,1,1,0,1
e_1819,0,2,0,0,3,0,0,1,3,1,2,0,0,1,2,0,0,0,0,0,3,3
e_1820,3,0,0,1,3,0,1,1,5,1,0,0,0,0,0,0,0,0,1,0,0,1
e_1821,0,2,0,1,3,0,1,1,5,1,0,0,1,0,0,0,0,0,1,0,0,1
p_1822,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
e_1823,3,2,0,0,3,0,0,1,3,1,2,0,0,2,2,0,0,0,0,1,4,3
e_1824,0,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
e_1825,3,2,3,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1
e_1826,0,1,4,0,3,0,0,1,1,1,2,0,0,0,2,0,0,0,0,1,3,3
e_1827,3,2,2,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
e_1828,0,0,3,1,3,0,1,1,3,1,0,1,0,0,0,0,0,0,1,1,2,1
e_1829,0,1,0,0,3,0,0,1,1,1,2,0,0,0,1,0,0,0,0,0,3,3
e_1830,0,1,3,0,3,0,0,1,4,1,2,0,0,0,2,0,0,0,0,1,4,3
e_1831,0,2,3,0,3,0,0,1,6,1,2,0,0,1,0,0,0,0,0,0,3,3
e_1832,3,0,2,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,2,1
e_1833,0,2,3,0,3,0,0,1,6,1,2,0,0,2,0,0,0,0,0,0,3,3
e_1834,0,2,0,0,3,0,0,1,6,1,2,0,0,1,2,0,0,0,0,1,3,3
e_1835,0,2,4,0,3,0,0,1,4,1,2,0,0,1,0,0,0,0,0,1,3,3
e_1836,0,1,0,0,3,0,0,1,4,1,2,0,0,2,2,0,0,0,0,1,4,3
e_1837,3,2,2,1,3,0,1,1,5,1,0,1,1,0,0,0,0,0,1,1,0,1
e_1838,0,1,0,0,3,0,0,1,3,1,2,0,0,2,0,0,0,0,0,0,4,3
e_1839,0,0,3,1,3,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1
e_1840,0,2,3,1,3,0,1,1,5,1,0,1,0,0,0,0,0,0,1,0,2,1
e_1841,3,2,2,1,3,0,1,1,3,1,0,0,0,0,0,0,0,0,1,1,2,1
e_1842,0,1,3,0,3,0,0,1,3,1,2,0,0,0,1,0,0,0,0,0,3,3
p_1843,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
e_1844,0,1,4,0,3,0,0,1,3,1,2,0,0,2,2,0,0,0,0,0,3,3
e_1845,3,2,2,1,3,0,1,1,3,1,0,0,1,0,0,0,0,0,1,0,0,1
e_1846,3,0,3,1,3,0,1,1,5,1,0,1,0,0,0,0,0,0,1,1,2,1
e_1847,0,1,3,0,3,0,0,1,4,1,2,0,0,1,1,0,0,0,0,1,3,3
e_1848,3,2,3,0,3,0,0,1,3,1,2,0,0,2,0,0,0,0,0,0,3,3
e_1849,0,2,0,0,3,0,0,1,4,1,2,0,0,1,0,0,0,0,0,0,3,3
e_1850,3,2,4,0,3,0,0,1,1,1,2,0,0,0,1,0,0,0,0,0,3,3
e_1851,0,0,2,1,3,0,1,1,5,1,0,1,0,0,0,0,0,0,1,1,2,1
e_1852,0,2,4,0,3,0,0,1,4,1,2,0,0,0,2,0,0,0,0,1,3,3
e_1853,0,2,0,0,3,0,0,1,3,1,2,0,0,0,1,0,0,0,0,0,3,3
e_1854,0,2,3,0,3,0,0,1,6,1,2,0,0,0,0,0,0,0,0,0,4,3
e_1855,0,2,0,0,3,0,0,1,1,1,2,0,0,2,0,0,0,0,0,1,4,3
e_1856,0,2,1,0,1,0,1,0,4,1,2,0,0,0,0,0,0,0,0,1,3,3
e_1857,0,2,4,0,3,0,0,1,4,1,2,0,0,1,2,0,0,0,0,1,3,3
p_1858,3,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,1
e_1859,0,0,2,1,3,0,1,1,5,1,0,1,1,0,0,0,0,0,1,0,0,1
e_1860,0,2,4,0,3,0,0,1,6,1,2,0,0,1,2,0,0,0,0,1,4,3
e_1861,0,1,0,0,3,0,0,1,4,1,2,0,0,2,1,0,0,0,0,0,3,3
e_1862,0,2,2,1,3,0,1,1,5,1,0,1,0,0,0,0,0,0,1,0,2,1
e_1863,0,2,3,0,3,0,0,1,4,1,2,0,0,2,0,0,0,0,0,1,4,3
e_1864,0,0,3,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
e_1865,0,1,4,0,3,0,0,1,4,1,2,0,0,2,2,0,0,0,0,1,4,3
e_1866,0,1,0,0,3,0,0,1,6,1,2,0,0,2,0,0,0,0,0,1,3,3
e_1867,0,0,2,1,3,0,1,1,3,1,0,1,0,0,0,0,0,0,1,0,2,1
e_1868,0,0,0,1,3,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,2,1
e_1869,0,0,2,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
e_1870,0,0,0,1,3,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1
e_1871,3,2,4,0,3,0,0,1,1,1,2,0,0,2,2,0,0,0,0,1,4,3
e_1872,3,2,2,1,3,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,2,1
e_1873,3,2,3,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1
e_1874,0,1,4,0,3,0,0,1,4,1,2,0,0,1,2,0,0,0,0,1,3,3
e_1875,0,2,4,0,3,0,0,1,3,1,2,0,0,2,0,0,0,0,0,1,4,3
e_1876,0,1,3,0,3,0,0,1,6,1,2,0,0,0,0,0,0,0,0,1,3,3
e_1877,0,2,4,0,3,0,0,1,3,1,2,0,0,0,2,0,0,0,0,0,4,3
e_1878,3,0,0,1,3,0,1,1,5,1,0,0,0,0,0,0,0,0,1,1,0,1
e_1879,0,0,2,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,2,1
e_1880,0,0,2,1,3,0,1,1,5,1,0,0,1,0,0,0,0,0,1,0,2,1
e_1881,0,2,2,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,1
e_1882,0,2,4,0,3,0,0,1,6,1,2,0,0,1,1,0,0,0,0,1,3,3
e_1883,0,2,0,0,3,0,0,1,6,1,2,0,0,1,2,0,0,0,0,1,4,3
e_1884,3,2,0,0,3,0,0,1,4,1,2,0,0,1,1,0,0,0,0,0,3,3
e_1885,3,2,2,0,2,0,1,0,3,1,2,0,0,0,0,0,0,0,0,1,3,3
e_1886,3,2,2,1,3,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,2,1
p_1887,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
e_1888,3,2,3,0,3,0,0,1,1,1,2,0,0,1,2,0,0,0,0,0,3,3
e_1889,0,2,0,0,3,0,0,1,4,1,2,0,0,0,2,0,0,0,0,1,3,3
e_1890,0,0,2,1,3,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,2,1
e_1891,0,2,2,1,3,0,1,1,5,1,0,1,1,0,0,0,0,0,1,1,2,1
e_1892,0,0,0,1,3,0,1,1,5,1,0,0,0,0,0,0,0,0,1,1,2,1
e_1893,0,2,0,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,1
e_1894,0,0,3,1,3,0,1,1,5,1,0,0,0,0,0,0,0,0,1,1,2,1
e_1895,0,1,0,0,3,0,0,1,4,1,2,0,0,1,2,0,0,0,0,1,3,3
e_1896,0,2,0,0,3,0,0,1,6,1,2,0,0,2,1,0,0,0,0,1,4,3
e_1897,3,0,3,1,3,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1
e_1898,3,0,0,1,3,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,2,1
e_1899,0,0,3,1,3,0,1,1,3,1,0,1,0,0,0,0,0,0,1,1,0,1
e_1900,3,2,3,0,3,0,0,1,1,1,2,0,0,2,0,0,0,0,0,0,4,3
e_1901,0,0,2,1,3,0,1,1,5,1,0,1,1,0,0,0,0,0,1,1,2,1
e_1902,3,2,0,1,3,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,2,1
e_1903,3,0,2,1,3,0,1,1,5,1,0,1,0,0,0,0,0,0,1,0,0,1
e_1904,0,2,3,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
e_1905,3,2,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,1
e_1906,3,2,0,1,3,0,1,1,3,1,0,1,1,0,0,0,0,0,1,0,2,1
e_1907,0,2,0,0,3,0,0,1,4,1,2,0,0,0,1,0,0,0,0,1,3,3
e_1908,3,0,3,1,3,0,1,1,5,1,0,0,1,0,0,0,0,0,1,0,2,1
e_1909,3,0,2,1,3,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1
e_1910,0,1,4,0,3,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,3,3
e_1911,0,1,3,0,3,0,0,1,6,1,2,0,0,1,2,0,0,0,0,0,3,3
e_1912,0,1,4,0,3,0,0,1,1,1,2,0,0,1,1,0,0,0,0,0,3,3
e_1913,0,2,3,1,3,0,1,1,5,1,0,0,0,0,0,0,0,0,1,0,0,1
e_1914,3,2,3,1,3,0,1,1,3,1,0,1,0,0,0,0,0,0,1,1,2,1
e_1915,3,1,1,0,2,0,0,1,3,0,3,0,2,0,0,0,0,0,0,1,4,1
p_1916,3,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0
e_1917,3,0,0,1,3,0,1,1,5,1,0,1,1,0,0,0,0,0,1,0,2,1
e_1918,3,2,0,1,3,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
e_1919,3,2,0,0,3,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,3,3
e_1920,0,2,4,0,3,0,0,1,6,1,2,0,0,1,0,0,0,0,0,0,4,3
e_1921,3,2,3,1,3,0,1,1,3,1,0,0,0,0,0,0,0,0,1,1,2,1
e_1922,0,2,0,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1
e_1923,0,2,3,1,3,0,1,1,5,1,0,1,1,0,0,0,0,0,1,1,0,1
e_1924,0,1,4,0,3,0,0,1,4,1,2,0,0,1,0,0,0,0,0,1,3,3
e_1925,3,2,0,0,3,0,0,1,4,1,2,0,0,1,0,0,0,0,0,0,3,3
e_1926,0,2,0,1,3,0,1,1,3,1,0,0,1,0,0,0,0,0,1,0,0,1
e_1927,0,2,0,1,3,0,1,1,3,1,0,0,1,0,0,0,0,0,1,0,2,1
e_1928,3,0,2,1,3,0,1,1,5,1,0,0,1,0,0,0,0,0,1,0,0,1
e_1929,3,0,3,1,3,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1
p_1930,3,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
e_1931,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
e_1932,0,2,0,0,3,0,0,1,4,1,2,0,0,1,0,0,0,0,0,1,3,3
e_1933,3,2,3,1,3,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,2,1
e_1934,0,2,0,1,3,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1
e_1935,0,0,0,1,3,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1
e_1936,3,0,2,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,2,3,3
e_1937,0,2,2,1,3,0,1,1,5,1,0,0,0,0,0,0,0,0,1,1,2,1
e_1938,0,0,2,1,3,0,1,1,5,1,0,1,0,0,0,0,0,0,1,0,2,1
e_1939,0,0,3,1,3,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
e_1940,0,1,4,0,3,0,0,1,3,1,2,0,0,0,1,0,0,0,0,0,3,3
e_1941,3,2,0,0,3,0,0,1,1,1,2,0,0,1,1,0,0,0,0,0,3,3
e_1942,0,2,0,0,3,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,3,3
e_1943,3,2,2,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
e_1944,3,0,0,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1
p_1945,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
e_1946,3,2,0,1,3,0,1,1,3,1,0,1,1,0,0,0,0,0,1,1,0,1
