target,wk_col,wk_row,wr_col,wr_row,bk_col,bk_row
five_3480,3,0,1,0,6,0
five_3481,3,0,1,0,7,1
five_3482,3,0,1,0,3,0
five_3483,3,0,1,0,5,1
five_3484,3,0,1,0,5,0
five_3485,3,0,2,2,4,1
five_3486,3,0,2,0,3,0
five_3487,3,0,2,0,5,1
five_3488,3,0,2,0,5,0
five_3489,3,0,2,3,6,1
five_3490,3,0,2,3,6,0
five_3491,3,0,2,3,6,2
five_3492,3,0,2,3,7,1
five_3493,3,0,2,4,6,1
five_3494,3,0,2,4,7,1
five_3495,3,0,2,5,6,1
five_3496,3,0,2,5,7,1
five_3497,3,0,2,6,6,1
five_3498,3,0,2,6,7,1
five_3499,3,0,2,7,6,1
five_3500,3,0,2,7,7,1
five_3501,3,0,3,1,6,1
five_3502,3,0,3,1,7,1
five_3503,3,0,3,2,4,1
five_3504,3,0,3,0,5,1
five_3505,3,0,3,0,5,0
five_3506,3,0,3,3,6,1
five_3507,3,0,3,3,6,0
five_3508,3,0,3,3,6,2
five_3509,3,0,3,3,7,1
five_3510,3,0,3,4,6,1
five_3511,3,0,3,4,7,1
five_3512,3,0,3,5,6,1
five_3513,3,0,3,5,7,1
five_3514,3,0,3,6,6,1
five_3515,3,0,3,6,7,1
five_3516,3,0,3,7,6,1
five_3517,3,0,3,7,7,1
five_3518,3,0,4,1,6,1
five_3519,3,0,4,1,7,1
five_3520,3,0,4,0,3,1
five_3521,3,0,4,0,4,1
five_3522,3,0,4,0,5,1
five_3523,3,0,4,0,5,0
five_3524,3,0,4,3,6,1
five_3525,3,0,4,3,6,0
five_3526,3,0,4,3,6,2
five_3527,3,0,4,3,7,1
five_3528,3,0,4,4,6,1
five_3529,3,0,4,4,7,1
five_3530,3,0,4,5,6,1
five_3531,3,0,4,5,7,1
five_3532,3,0,4,6,6,1
five_3533,3,0,4,6,7,1
five_3534,3,0,4,7,6,1
five_3535,3,0,4,7,7,1
five_3536,3,0,5,1,6,1
five_3537,3,0,5,1,7,1
five_3538,3,0,5,3,6,1
five_3539,3,0,5,3,6,0
five_3540,3,0,5,3,6,2
five_3541,3,0,5,3,7,1
five_3542,3,0,5,3,5,1
five_3543,3,0,5,4,6,1
five_3544,3,0,5,4,7,1
five_3545,3,0,5,4,5,1
five_3546,3,0,5,5,6,1
five_3547,3,0,5,5,7,1
five_3548,3,0,5,6,6,1
five_3549,3,0,5,6,7,1
five_3550,3,0,5,7,6,1
five_3551,3,0,5,7,7,1
five_3552,3,0,6,1,6,1
five_3553,3,0,6,1,7,1
five_3554,3,0,6,3,6,1
five_3555,3,0,6,3,6,0
five_3556,3,0,6,3,6,2
five_3557,3,0,6,3,7,1
five_3558,3,0,6,4,6,1
five_3559,3,0,6,4,7,1
five_3560,3,0,6,5,6,1
five_3561,3,0,6,5,7,1
five_3562,3,0,6,6,6,1
five_3563,3,0,6,6,7,1
five_3564,3,0,6,7,6,1
five_3565,3,0,6,7,7,1
five_3566,3,1,7,0,3,0
five_3567,3,1,7,0,5,1
five_3568,3,1,7,0,5,0
five_3569,3,1,7,3,6,1
five_3570,3,1,7,3,6,0
five_3571,3,1,7,3,7,1
five_3572,3,1,7,3,7,0
five_3573,3,1,7,4,6,1
five_3574,3,1,7,4,7,1
five_3575,3,1,0,0,3,0
five_3576,3,1,0,0,5,1
five_3577,3,1,0,0,5,0
five_3578,3,1,1,1,6,1
five_3579,3,1,1,1,7,1
five_3580,3,1,1,0,3,0
five_3581,3,1,1,0,5,1
five_3582,3,1,1,0,5,0
five_3583,3,1,1,3,6,1
five_3584,3,1,1,3,6,0
five_3585,3,1,1,3,6,2
five_3586,3,1,1,3,7,1
five_3587,3,1,1,3,7,0
five_3588,3,1,1,4,6,1
five_3589,3,1,1,4,7,1
five_3590,3,1,1,5,6,1
five_3591,3,1,1,5,7,1
five_3592,3,1,1,6,6,1
five_3593,3,1,1,6,7,1
five_3594,3,1,1,7,6,1
five_3595,3,1,1,7,7,1
five_3596,3,1,2,0,3,0
five_3597,3,1,2,0,5,1
five_3598,3,1,2,0,5,0
five_3599,3,1,2,3,6,0
five_3600,3,1,2,3,6,2
five_3601,3,1,2,3,7,0
five_3602,3,1,2,4,6,0
five_3603,3,1,2,4,7,0
five_3604,3,1,2,5,6,0
five_3605,3,1,2,5,7,0
five_3606,3,1,2,6,6,0
five_3607,3,1,2,6,7,0
five_3608,3,1,2,7,6,0
five_3609,3,1,2,7,7,0
five_3610,3,1,3,1,6,0
five_3611,3,1,3,1,7,0
five_3612,3,1,3,2,6,0
five_3613,3,1,3,2,7,0
five_3614,3,1,3,2,4,1
five_3615,3,1,3,0,3,0
five_3616,3,1,3,0,5,1
five_3617,3,1,3,0,5,0
five_3618,3,1,3,3,6,0
five_3619,3,1,3,3,6,2
five_3620,3,1,3,3,7,0
five_3621,3,1,3,4,6,0
five_3622,3,1,3,4,7,0
five_3623,3,1,3,5,6,0
five_3624,3,1,3,5,7,0
five_3625,3,1,3,6,6,0
five_3626,3,1,3,6,7,0
five_3627,3,1,3,7,6,0
five_3628,3,1,3,7,7,0
five_3629,3,1,4,1,6,0
five_3630,3,1,4,1,7,0
five_3631,3,1,4,2,6,0
five_3632,3,1,4,2,7,0
five_3633,3,1,4,0,3,1
five_3634,3,1,4,0,4,1
five_3635,3,1,4,0,5,1
five_3636,3,1,4,0,5,0
five_3637,3,1,4,3,6,0
five_3638,3,1,4,3,6,2
five_3639,3,1,4,3,7,0
five_3640,3,1,4,4,6,0
five_3641,3,1,4,4,7,0
five_3642,3,1,4,5,6,0
five_3643,3,1,4,5,7,0
five_3644,3,1,4,6,6,0
five_3645,3,1,4,6,7,0
five_3646,3,1,4,7,6,0
five_3647,3,1,4,7,7,0
five_3648,3,1,5,1,6,0
five_3649,3,1,5,1,7,0
five_3650,3,1,5,2,6,0
five_3651,3,1,5,2,7,0
five_3652,3,1,5,3,6,0
five_3653,3,1,5,3,6,2
five_3654,3,1,5,3,7,0
five_3655,3,1,5,3,5,1
five_3656,3,1,5,4,6,0
five_3657,3,1,5,4,7,0
five_3658,3,1,5,4,5,1
five_3659,3,1,5,5,6,0
five_3660,3,1,5,5,7,0
five_3661,3,1,5,5,5,1
five_3662,3,1,5,6,6,0
five_3663,3,1,5,6,7,0
five_3664,3,1,5,6,5,1
five_3665,3,1,5,7,6,0
five_3666,3,1,5,7,7,0
five_3667,3,1,5,7,5,1
five_3668,3,1,6,1,6,0
five_3669,3,1,6,1,7,0
five_3670,3,1,6,2,6,0
five_3671,3,1,6,2,7,0
five_3672,3,1,6,3,6,0
five_3673,3,1,6,3,6,2
five_3674,3,1,6,3,7,0
five_3675,3,1,6,4,6,0
five_3676,3,1,6,4,7,0
five_3677,3,1,6,5,6,0
five_3678,3,1,6,5,7,0
five_3679,3,1,6,6,6,0
five_3680,3,1,6,6,7,0
five_3681,3,1,6,7,6,0
five_3682,3,1,6,7,7,0
five_3683,3,2,7,2,1,1
five_3684,3,2,7,2,3,1
five_3685,3,2,7,2,5,1
five_3686,3,2,7,0,6,1
five_3687,3,2,7,0,7,1
five_3688,3,2,7,0,0,1
five_3689,3,2,7,0,1,1
five_3690,3,2,7,0,5,1
five_3691,3,2,7,3,6,1
five_3692,3,2,7,3,7,1
five_3693,3,2,7,3,0,1
five_3694,3,2,7,4,6,1
five_3695,3,2,7,4,7,1
five_3696,3,2,7,4,0,1
five_3697,3,2,7,5,6,1
five_3698,3,2,7,5,7,1
five_3699,3,2,7,5,0,1
five_3700,3,2,7,6,6,1
five_3701,3,2,7,6,7,1
five_3702,3,2,7,6,0,1
five_3703,3,2,7,7,6,1
five_3704,3,2,7,7,7,1
five_3705,3,2,7,7,0,1
five_3706,3,2,0,1,6,3
five_3707,3,2,0,1,6,5
five_3708,3,2,0,1,6,7
five_3709,3,2,0,2,6,5
five_3710,3,2,0,2,6,7
five_3711,3,2,0,2,1,1
five_3712,3,2,0,2,3,1
five_3713,3,2,0,2,5,1
five_3714,3,2,0,0,6,5
five_3715,3,2,0,0,6,7
five_3716,3,2,0,0,1,1
five_3717,3,2,0,0,5,1
five_3718,3,2,0,3,6,5
five_3719,3,2,0,3,6,7
five_3720,3,2,0,4,6,2
five_3721,3,2,0,4,7,2
five_3722,3,2,0,5,6,2
five_3723,3,2,0,5,7,2
five_3724,3,2,1,1,6,1
five_3725,3,2,1,2,1,1
five_3726,3,2,1,2,3,1
five_3727,3,2,1,2,5,1
five_3728,3,2,1,0,6,1
five_3729,3,2,1,0,6,0
five_3730,3,2,1,0,7,1
five_3731,3,2,1,0,0,1
five_3732,3,2,1,0,1,1
five_3733,3,2,1,0,5,1
five_3734,3,2,1,3,6,1
five_3735,3,2,1,3,7,1
five_3736,3,2,1,3,7,2
five_3737,3,2,1,3,0,1
five_3738,3,2,1,4,6,1
five_3739,3,2,1,4,7,1
five_3740,3,2,1,4,0,1
five_3741,3,2,1,5,6,1
five_3742,3,2,1,5,7,1
five_3743,3,2,1,5,0,1
five_3744,3,2,1,6,6,1
five_3745,3,2,1,6,7,1
five_3746,3,2,1,6,0,1
five_3747,3,2,1,7,6,1
five_3748,3,2,1,7,7,1
five_3749,3,2,1,7,0,1
five_3750,3,2,2,2,1,1
five_3751,3,2,2,2,3,1
five_3752,3,2,2,2,5,1
five_3753,3,2,2,3,6,1
five_3754,3,2,2,3,6,0
five_3755,3,2,2,3,6,2
five_3756,3,2,2,3,7,1
five_3757,3,2,2,3,7,0
five_3758,3,2,2,3,7,2
five_3759,3,2,2,3,0,1
five_3760,3,2,2,4,6,1
five_3761,3,2,2,4,7,1
five_3762,3,2,2,4,0,1
five_3763,3,2,2,5,6,1
five_3764,3,2,2,5,7,1
five_3765,3,2,2,5,0,1
five_3766,3,2,2,6,6,1
five_3767,3,2,2,6,7,1
five_3768,3,2,2,6,0,1
five_3769,3,2,2,7,6,1
five_3770,3,2,2,7,7,1
five_3771,3,2,2,7,0,1
five_3772,3,2,3,2,2,1
five_3773,3,2,3,2,3,1
five_3774,3,2,3,2,4,1
five_3775,3,2,3,2,5,1
five_3776,3,2,3,0,5,1
five_3777,3,2,3,0,5,0
five_3778,3,2,3,3,6,1
five_3779,3,2,3,3,6,0
five_3780,3,2,3,3,6,2
five_3781,3,2,3,3,7,1
five_3782,3,2,3,3,7,0
five_3783,3,2,3,3,7,2
five_3784,3,2,3,3,0,1
five_3785,3,2,3,4,6,1
five_3786,3,2,3,4,7,1
five_3787,3,2,3,4,0,1
five_3788,3,2,3,5,6,1
five_3789,3,2,3,5,7,1
five_3790,3,2,3,5,0,1
five_3791,3,2,3,6,6,1
five_3792,3,2,3,6,7,1
five_3793,3,2,3,6,0,1
five_3794,3,2,3,7,6,1
five_3795,3,2,3,7,7,1
five_3796,3,2,3,7,0,1
five_3797,3,2,4,0,3,1
five_3798,3,2,4,0,4,1
five_3799,3,2,4,0,5,1
five_3800,3,2,4,0,5,0
five_3801,3,2,4,3,6,1
five_3802,3,2,4,3,6,0
five_3803,3,2,4,3,6,2
five_3804,3,2,4,3,7,1
five_3805,3,2,4,3,7,0
five_3806,3,2,4,3,7,2
five_3807,3,2,4,3,0,1
five_3808,3,2,4,4,6,1
five_3809,3,2,4,4,7,1
five_3810,3,2,4,4,0,1
five_3811,3,2,4,5,6,1
five_3812,3,2,4,5,7,1
five_3813,3,2,4,5,0,1
five_3814,3,2,4,6,6,1
five_3815,3,2,4,6,7,1
five_3816,3,2,4,6,0,1
five_3817,3,2,4,7,6,1
five_3818,3,2,4,7,7,1
five_3819,3,2,4,7,0,1
five_3820,3,2,5,1,5,7
five_3821,3,2,5,2,1,1
five_3822,3,2,5,2,5,7
five_3823,3,2,5,0,5,7
five_3824,3,2,5,3,6,1
five_3825,3,2,5,3,6,0
five_3826,3,2,5,3,6,2
five_3827,3,2,5,3,7,1
five_3828,3,2,5,3,7,0
five_3829,3,2,5,3,7,2
five_3830,3,2,5,3,0,1
five_3831,3,2,5,3,5,1
five_3832,3,2,5,3,5,7
five_3833,3,2,5,4,6,1
five_3834,3,2,5,4,7,1
five_3835,3,2,5,4,0,1
five_3836,3,2,5,4,5,1
five_3837,3,2,5,5,6,1
five_3838,3,2,5,5,7,1
five_3839,3,2,5,5,0,1
five_3840,3,2,5,5,5,1
five_3841,3,2,5,6,6,1
five_3842,3,2,5,6,7,1
five_3843,3,2,5,6,0,1
five_3844,3,2,5,6,5,1
five_3845,3,2,5,7,6,1
five_3846,3,2,5,7,7,1
five_3847,3,2,5,7,0,1
five_3848,3,2,5,7,5,1
five_3849,3,2,6,2,1,1
five_3850,3,2,6,2,2,1
five_3851,3,2,6,2,3,1
five_3852,3,2,6,3,6,1
five_3853,3,2,6,3,6,0
five_3854,3,2,6,3,6,2
five_3855,3,2,6,3,7,1
five_3856,3,2,6,3,7,0
five_3857,3,2,6,3,7,2
five_3858,3,2,6,3,0,1
five_3859,3,2,6,4,6,1
five_3860,3,2,6,4,7,1
five_3861,3,2,6,4,0,1
five_3862,3,2,6,5,6,1
five_3863,3,2,6,5,7,1
five_3864,3,2,6,5,0,1
five_3865,3,2,6,6,6,1
five_3866,3,2,6,6,7,1
five_3867,3,2,6,6,0,1
five_3868,3,2,6,7,6,1
five_3869,3,2,6,7,7,1
five_3870,3,2,6,7,0,1
five_3871,3,3,7,2,1,1
five_3872,3,3,7,2,3,1
five_3873,3,3,7,2,5,1
five_3874,3,3,0,2,3,1
five_3875,3,3,0,2,5,1
five_3876,3,3,1,2,3,1
five_3877,3,3,1,2,5,1
five_3878,3,3,2,2,3,1
five_3879,3,3,2,2,5,1
five_3880,3,3,3,2,0,1
five_3881,3,3,3,2,4,1
five_3882,3,3,3,2,5,1
five_3883,3,3,4,2,0,1
five_3884,3,3,5,1,5,7
five_3885,3,3,5,2,0,1
five_3886,3,3,5,2,5,7
five_3887,3,3,5,0,5,7
five_3888,3,3,5,3,5,1
five_3889,3,3,5,3,5,7
five_3890,3,3,5,4,5,1
five_3891,3,3,5,4,5,7
five_3892,3,3,5,5,5,1
five_3893,3,3,5,6,5,1
five_3894,3,3,5,7,5,1
five_3895,3,3,6,2,0,1
five_3896,3,3,6,2,2,1
six_3897,1,0,7,2,1,1
six_3898,1,0,7,2,3,1
six_3899,1,0,7,2,5,1
six_3900,1,0,0,2,1,1
six_3901,1,0,0,2,3,1
six_3902,1,0,0,2,5,1
six_3903,1,0,1,2,1,1
six_3904,1,0,1,2,3,1
six_3905,1,0,1,2,5,1
six_3906,1,0,2,2,3,1
six_3907,1,0,2,2,4,1
six_3908,1,0,2,2,5,1
six_3909,1,0,3,2,5,1
six_3910,1,1,1,2,1,1
six_3911,1,1,1,2,2,1
six_3912,1,1,1,2,3,1
six_3913,1,1,1,2,4,1
six_3914,1,1,1,2,5,1
six_3915,1,1,2,2,3,1
six_3916,1,1,2,2,4,1
six_3917,1,1,2,2,5,1
six_3918,1,1,3,2,5,1
six_3919,2,0,7,2,3,1
six_3920,2,0,7,2,5,1
six_3921,2,0,0,2,3,1
six_3922,2,0,0,2,5,1
six_3923,2,0,0,3,6,0
six_3924,2,0,1,2,3,1
six_3925,2,0,1,2,5,1
six_3926,2,0,2,2,3,1
six_3927,2,0,2,2,5,1
six_3928,2,0,3,2,5,1
six_3929,2,0,4,2,5,1
six_3930,2,0,6,2,3,1
six_3931,2,1,0,1,6,2
six_3932,2,1,0,1,6,4
six_3933,2,1,0,1,6,6
six_3934,2,1,0,2,6,2
six_3935,2,1,0,2,6,4
six_3936,2,1,0,2,6,6
six_3937,2,1,0,0,6,2
six_3938,2,1,0,0,6,4
six_3939,2,1,0,0,6,6
six_3940,2,1,0,3,6,5
six_3941,2,1,0,3,6,6
six_3942,2,1,0,3,6,7
six_3943,2,1,0,4,6,7
six_3944,2,1,0,5,6,0
six_3945,2,1,2,0,2,0
six_3946,2,1,2,0,4,0
six_3947,2,1,3,2,5,1
six_3948,2,1,4,2,5,1
six_3949,2,1,5,2,2,1
six_3950,2,1,6,2,2,1
six_3951,2,1,6,2,3,1
six_3952,2,2,7,2,0,1
six_3953,2,2,7,2,2,1
six_3954,2,2,7,2,4,1
six_3955,2,2,7,0,0,1
six_3956,2,2,0,2,0,1
six_3957,2,2,0,2,2,1
six_3958,2,2,0,2,4,1
six_3959,2,2,0,0,0,1
six_3960,2,2,1,2,0,1
six_3961,2,2,1,2,2,1
six_3962,2,2,1,2,4,1
six_3963,2,2,2,2,2,1
six_3964,2,2,2,2,4,1
six_3965,2,2,3,2,5,1
six_3966,2,2,4,2,5,1
six_3967,2,2,5,2,0,1
six_3968,2,2,5,2,2,1
six_3969,2,2,6,2,0,1
six_3970,2,2,6,2,1,1
six_3971,2,2,6,2,2,1
six_3972,2,2,6,2,3,1
six_3973,3,0,7,1,3,1
six_3974,3,0,7,1,4,1
six_3975,3,0,7,1,5,1
six_3976,3,0,7,0,3,1
six_3977,3,0,7,0,4,1
six_3978,3,0,7,0,4,0
six_3979,3,0,7,3,6,1
six_3980,3,0,7,3,7,1
six_3981,3,0,7,3,3,1
six_3982,3,0,7,3,4,1
six_3983,3,0,7,3,5,1
six_3984,3,0,7,3,5,0
six_3985,3,0,7,3,5,2
six_3986,3,0,7,4,3,1
six_3987,3,0,7,4,4,1
six_3988,3,0,7,4,5,1
six_3989,3,0,7,5,3,1
six_3990,3,0,7,5,4,1
six_3991,3,0,7,5,5,1
six_3992,3,0,7,6,3,1
six_3993,3,0,7,6,4,1
six_3994,3,0,7,6,5,1
six_3995,3,0,7,7,3,1
six_3996,3,0,7,7,4,1
six_3997,3,0,7,7,5,1
six_3998,3,0,0,1,3,1
six_3999,3,0,0,1,4,1
six_4000,3,0,0,1,5,1
six_4001,3,0,0,0,3,1
six_4002,3,0,0,0,4,1
six_4003,3,0,0,0,4,0
six_4004,3,0,0,3,6,0
six_4005,3,0,0,3,3,1
six_4006,3,0,0,3,4,1
six_4007,3,0,0,3,5,1
six_4008,3,0,0,3,5,0
six_4009,3,0,0,3,5,2
six_4010,3,0,0,4,3,1
six_4011,3,0,0,4,4,1
six_4012,3,0,0,4,5,1
six_4013,3,0,0,5,3,1
six_4014,3,0,0,5,4,1
six_4015,3,0,0,5,5,1
six_4016,3,0,0,6,3,1
six_4017,3,0,0,6,4,1
six_4018,3,0,0,6,5,1
six_4019,3,0,0,7,3,1
six_4020,3,0,0,7,4,1
six_4021,3,0,0,7,5,1
six_4022,3,0,1,1,3,1
six_4023,3,0,1,1,4,1
six_4024,3,0,1,1,5,1
six_4025,3,0,1,0,3,1
six_4026,3,0,1,0,4,1
six_4027,3,0,1,0,4,0
six_4028,3,0,1,3,6,1
six_4029,3,0,1,3,7,1
six_4030,3,0,1,3,3,1
six_4031,3,0,1,3,4,1
six_4032,3,0,1,3,5,1
six_4033,3,0,1,3,5,0
six_4034,3,0,1,3,5,2
six_4035,3,0,1,4,3,1
six_4036,3,0,1,4,4,1
six_4037,3,0,1,4,5,1
six_4038,3,0,1,5,3,1
six_4039,3,0,1,5,4,1
six_4040,3,0,1,5,5,1
six_4041,3,0,1,6,3,1
six_4042,3,0,1,6,4,1
six_4043,3,0,1,6,5,1
six_4044,3,0,1,7,3,1
six_4045,3,0,1,7,4,1
six_4046,3,0,1,7,5,1
six_4047,3,0,2,0,3,1
six_4048,3,0,2,0,4,1
six_4049,3,0,2,0,4,0
six_4050,3,0,2,3,3,1
six_4051,3,0,2,3,4,1
six_4052,3,0,2,3,5,1
six_4053,3,0,2,3,5,0
six_4054,3,0,2,3,5,2
six_4055,3,0,2,4,3,1
six_4056,3,0,2,4,4,1
six_4057,3,0,2,4,5,1
six_4058,3,0,2,5,3,1
six_4059,3,0,2,5,4,1
six_4060,3,0,2,5,5,1
six_4061,3,0,2,6,3,1
six_4062,3,0,2,6,4,1
six_4063,3,0,2,6,5,1
six_4064,3,0,2,7,3,1
six_4065,3,0,2,7,4,1
six_4066,3,0,2,7,5,1
six_4067,3,0,3,0,3,1
six_4068,3,0,3,0,4,1
six_4069,3,0,3,0,4,0
six_4070,3,0,3,3,5,1
six_4071,3,0,3,3,5,0
six_4072,3,0,3,3,5,2
six_4073,3,0,3,4,5,1
six_4074,3,0,3,5,5,1
six_4075,3,0,3,6,5,1
six_4076,3,0,3,7,5,1
six_4077,3,0,4,3,3,1
six_4078,3,0,4,3,4,1
six_4079,3,0,4,3,5,1
six_4080,3,0,5,0,3,1
six_4081,3,0,5,0,4,1
six_4082,3,0,5,0,5,1
six_4083,3,0,6,2,3,1
six_4084,3,0,6,3,5,1
six_4085,3,1,7,1,3,1
six_4086,3,1,7,1,4,1
six_4087,3,1,7,1,5,1
six_4088,3,1,7,2,3,1
six_4089,3,1,7,2,4,1
six_4090,3,1,7,2,5,1
six_4091,3,1,7,0,3,1
six_4092,3,1,7,0,4,1
six_4093,3,1,7,0,4,0
six_4094,3,1,7,3,3,1
six_4095,3,1,7,3,3,2
six_4096,3,1,7,3,4,1
six_4097,3,1,7,3,5,1
six_4098,3,1,7,3,5,0
six_4099,3,1,7,3,5,2
six_4100,3,1,7,4,3,1
six_4101,3,1,7,4,4,1
six_4102,3,1,7,4,5,1
six_4103,3,1,7,5,6,1
six_4104,3,1,7,5,7,1
six_4105,3,1,7,5,3,1
six_4106,3,1,7,5,4,1
six_4107,3,1,7,5,5,1
six_4108,3,1,7,6,6,1
six_4109,3,1,7,6,7,1
six_4110,3,1,7,6,3,1
six_4111,3,1,7,6,4,1
six_4112,3,1,7,6,5,1
six_4113,3,1,7,7,6,1
six_4114,3,1,7,7,7,1
six_4115,3,1,7,7,3,1
six_4116,3,1,7,7,4,1
six_4117,3,1,7,7,5,1
six_4118,3,1,0,1,6,2
six_4119,3,1,0,1,6,4
six_4120,3,1,0,1,6,6
six_4121,3,1,0,1,3,1
six_4122,3,1,0,1,4,1
six_4123,3,1,0,1,5,1
six_4124,3,1,0,2,6,4
six_4125,3,1,0,2,6,6
six_4126,3,1,0,2,3,1
six_4127,3,1,0,2,4,1
six_4128,3,1,0,2,5,1
six_4129,3,1,0,0,6,4
six_4130,3,1,0,0,6,6
six_4131,3,1,0,0,3,1
six_4132,3,1,0,0,4,1
six_4133,3,1,0,0,4,0
six_4134,3,1,0,3,6,6
six_4135,3,1,0,3,3,1
six_4136,3,1,0,3,3,2
six_4137,3,1,0,3,4,1
six_4138,3,1,0,3,5,1
six_4139,3,1,0,3,5,0
six_4140,3,1,0,3,5,2
six_4141,3,1,0,4,6,7
six_4142,3,1,0,4,3,1
six_4143,3,1,0,4,4,1
six_4144,3,1,0,4,5,1
six_4145,3,1,0,5,6,0
six_4146,3,1,0,5,7,0
six_4147,3,1,0,5,3,1
six_4148,3,1,0,5,4,1
six_4149,3,1,0,5,5,1
six_4150,3,1,0,6,3,1
six_4151,3,1,0,6,4,1
six_4152,3,1,0,6,5,1
six_4153,3,1,0,7,3,1
six_4154,3,1,0,7,4,1
six_4155,3,1,0,7,5,1
six_4156,3,1,1,1,3,1
six_4157,3,1,1,1,4,1
six_4158,3,1,1,1,5,1
six_4159,3,1,1,2,3,1
six_4160,3,1,1,2,4,1
six_4161,3,1,1,2,5,1
six_4162,3,1,1,0,3,1
six_4163,3,1,1,0,4,1
six_4164,3,1,1,0,4,0
six_4165,3,1,1,3,3,1
six_4166,3,1,1,3,3,2
six_4167,3,1,1,3,4,1
six_4168,3,1,1,3,5,1
six_4169,3,1,1,3,5,0
six_4170,3,1,1,3,5,2
six_4171,3,1,1,4,3,1
six_4172,3,1,1,4,4,1
six_4173,3,1,1,4,5,1
six_4174,3,1,1,5,3,1
six_4175,3,1,1,5,4,1
six_4176,3,1,1,5,5,1
six_4177,3,1,1,6,3,1
six_4178,3,1,1,6,4,1
six_4179,3,1,1,6,5,1
six_4180,3,1,1,7,3,1
six_4181,3,1,1,7,4,1
six_4182,3,1,1,7,5,1
six_4183,3,1,2,1,6,1
six_4184,3,1,2,1,7,1
six_4185,3,1,2,1,5,1
six_4186,3,1,2,0,3,1
six_4187,3,1,2,0,4,1
six_4188,3,1,2,0,4,0
six_4189,3,1,2,3,3,1
six_4190,3,1,2,3,3,2
six_4191,3,1,2,3,4,1
six_4192,3,1,2,3,5,1
six_4193,3,1,2,3,5,0
six_4194,3,1,2,3,5,2
six_4195,3,1,2,4,3,1
six_4196,3,1,2,4,4,1
six_4197,3,1,2,4,5,1
six_4198,3,1,2,5,3,1
six_4199,3,1,2,5,4,1
six_4200,3,1,2,5,5,1
six_4201,3,1,2,6,3,1
six_4202,3,1,2,6,4,1
six_4203,3,1,2,6,5,1
six_4204,3,1,2,7,3,1
six_4205,3,1,2,7,4,1
six_4206,3,1,2,7,5,1
six_4207,3,1,3,0,3,1
six_4208,3,1,3,0,4,1
six_4209,3,1,3,0,4,0
six_4210,3,1,3,3,3,1
six_4211,3,1,3,3,4,1
six_4212,3,1,3,3,5,1
six_4213,3,1,3,3,5,0
six_4214,3,1,3,3,5,2
six_4215,3,1,3,4,3,1
six_4216,3,1,3,4,4,1
six_4217,3,1,3,4,5,1
six_4218,3,1,3,5,3,1
six_4219,3,1,3,5,4,1
six_4220,3,1,3,5,5,1
six_4221,3,1,3,6,3,1
six_4222,3,1,3,6,4,1
six_4223,3,1,3,6,5,1
six_4224,3,1,3,7,3,1
six_4225,3,1,3,7,4,1
six_4226,3,1,3,7,5,1
six_4227,3,1,4,3,3,1
six_4228,3,1,4,3,3,0
six_4229,3,1,4,3,4,1
six_4230,3,1,4,3,4,0
six_4231,3,1,4,3,5,1
six_4232,3,1,4,3,5,0
six_4233,3,1,4,3,5,2
six_4234,3,1,5,1,5,4
six_4235,3,1,5,1,5,6
six_4236,3,1,5,2,5,6
six_4237,3,1,5,0,3,1
six_4238,3,1,5,0,4,1
six_4239,3,1,5,0,5,1
six_4240,3,1,5,0,5,6
six_4241,3,1,5,3,5,6
six_4242,3,1,5,4,5,0
six_4243,3,1,5,5,5,0
six_4244,3,1,6,2,3,1
six_4245,3,1,6,3,5,1
six_4246,3,2,7,1,5,1
six_4247,3,2,7,0,2,1
six_4248,3,2,7,0,3,1
six_4249,3,2,7,0,4,1
six_4250,3,2,7,3,6,0
six_4251,3,2,7,3,7,0
six_4252,3,2,7,3,5,1
six_4253,3,2,7,3,5,0
six_4254,3,2,7,3,5,2
six_4255,3,2,7,4,6,0
six_4256,3,2,7,4,7,0
six_4257,3,2,7,4,5,1
six_4258,3,2,7,5,6,0
six_4259,3,2,7,5,7,0
six_4260,3,2,7,5,5,1
six_4261,3,2,7,6,5,1
six_4262,3,2,7,7,5,1
six_4263,3,2,0,1,6,2
six_4264,3,2,0,1,6,4
six_4265,3,2,0,1,6,6
six_4266,3,2,0,1,7,2
six_4267,3,2,0,1,5,1
six_4268,3,2,0,2,6,3
six_4269,3,2,0,2,6,4
six_4270,3,2,0,2,6,6
six_4271,3,2,0,0,6,4
six_4272,3,2,0,0,6,6
six_4273,3,2,0,0,2,1
six_4274,3,2,0,0,3,1
six_4275,3,2,0,0,4,1
six_4276,3,2,0,3,6,6
six_4277,3,2,0,3,5,1
six_4278,3,2,0,3,5,0
six_4279,3,2,0,3,5,2
six_4280,3,2,0,4,6,6
six_4281,3,2,0,4,6,7
six_4282,3,2,0,4,5,1
six_4283,3,2,0,5,5,1
six_4284,3,2,0,6,6,2
six_4285,3,2,0,6,6,4
six_4286,3,2,0,6,7,2
six_4287,3,2,0,6,5,1
six_4288,3,2,0,7,6,2
six_4289,3,2,0,7,6,3
six_4290,3,2,0,7,6,4
six_4291,3,2,0,7,7,2
six_4292,3,2,0,7,5,1
six_4293,3,2,1,1,6,0
six_4294,3,2,1,1,5,1
six_4295,3,2,1,2,6,0
six_4296,3,2,1,2,7,0
six_4297,3,2,1,0,2,1
six_4298,3,2,1,0,3,1
six_4299,3,2,1,0,4,1
six_4300,3,2,1,3,6,0
