target,date,plant-stand,precip,temp,hail,crop-hist,area-damaged,severity,seed-tmt,germination,plant-growth,leaves,leafspots-halo,leafspots-marg,leafspot-size,leaf-shread,leaf-malf,leaf-mild,stem,lodging,stem-cankers,canker-lesion,fruiting-bodies,external-decay,mycelium,int-discolor,sclerotia,fruit-pods,fruit-spots,seed,mold-growth,seed-discolor,seed-size,shriveling,roots
purple-seed-stain_169,0,0,0,2,0,1,3,3,1,1,1,0,2,2,3,0,0,0,0,1,1,2,1,1,0,0,0,3,3,2,0,2,0,0,0
purple-seed-stain_170,1,0,0,0,1,0,0,3,1,2,1,1,0,0,0,0,0,0,1,1,1,2,1,1,0,0,0,0,2,2,0,2,0,0,0
purple-seed-stain_171,1,0,0,0,1,3,1,3,0,1,1,0,2,2,3,0,0,0,1,0,1,2,1,1,0,0,0,0,2,2,0,2,0,0,0
purple-seed-stain_172,1,0,0,2,0,3,1,3,0,2,1,0,2,2,3,0,0,0,1,1,1,2,1,1,0,0,0,0,2,2,0,2,0,0,0
purple-seed-stain_173,0,0,0,1,0,1,3,3,0,1,1,0,2,2,3,0,0,0,0,1,1,2,1,1,0,0,0,3,3,2,0,2,0,0,0
purple-seed-stain_174,2,0,0,2,1,3,1,3,0,1,1,1,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,2,2,0,2,0,0,0
purple-seed-stain_175,2,0,0,0,1,2,2,3,1,1,1,1,0,0,0,0,0,0,1,1,1,2,1,1,0,0,0,0,2,2,0,2,0,0,0
purple-seed-stain_176,3,0,0,0,0,0,0,3,0,0,1,0,2,2,3,0,0,0,0,1,1,2,1,1,0,0,0,3,3,2,0,2,0,0,0
purple-seed-stain_177,1,0,0,0,0,3,1,3,1,1,1,1,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,2,2,0,2,0,0,0
anthracnose_178,3,1,0,0,0,2,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,3,4,0,0,0,0,0,0
anthracnose_179,3,1,0,1,1,1,3,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,2,2,2,0,2,0
anthracnose_180,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,3,4,2,2,0,2,2,0
anthracnose_181,6,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0
anthracnose_182,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,4,2,2,2,0,0,0
anthracnose_183,1,1,0,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0
anthracnose_184,0,0,0,0,0,1,3,0,0,1,1,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,3,4,2,2,0,2,2,0
anthracnose_185,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,2,2,0,2,0,0,0
anthracnose_186,0,1,0,0,0,1,3,0,1,1,1,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,3,4,2,2,0,2,2,0
anthracnose_187,3,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,4,2,2,2,0,0,0
anthracnose_188,3,1,0,1,1,2,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,0
anthracnose_189,5,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,2,2,2,0,2,0,0
anthracnose_190,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,2,0,2,2,2,0
anthracnose_191,3,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,3,4,2,2,0,2,2,0
anthracnose_192,3,0,0,0,0,1,3,0,0,2,1,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,3,4,0,0,0,0,0,0
anthracnose_193,0,1,0,1,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0
anthracnose_194,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,3,4,2,2,0,2,2,0
anthracnose_195,0,1,0,1,1,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,0
anthracnose_196,3,1,0,0,0,2,2,0,0,1,1,1,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,3,4,2,2,0,2,2,0
anthracnose_197,3,1,0,0,0,1,3,0,1,1,1,1,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,3,4,2,2,0,2,2,0
phyllosticta-leaf-spot_198,2,1,2,0,0,3,3,3,0,2,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
phyllosticta-leaf-spot_199,2,0,1,0,1,3,3,3,0,1,1,0,2,2,2,0,2,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
phyllosticta-leaf-spot_200,2,1,2,0,0,3,1,3,0,0,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
phyllosticta-leaf-spot_201,2,0,1,0,1,1,1,3,0,0,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
phyllosticta-leaf-spot_202,2,1,2,1,0,2,3,3,1,1,1,0,2,2,2,2,2,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
phyllosticta-leaf-spot_203,6,0,1,0,1,3,2,3,3,2,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
phyllosticta-leaf-spot_204,4,0,1,1,1,2,3,0,1,1,1,0,2,2,2,2,2,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
phyllosticta-leaf-spot_205,6,1,2,0,0,1,3,0,1,1,1,0,2,2,2,0,2,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
phyllosticta-leaf-spot_206,6,0,1,1,1,2,1,0,1,0,0,0,2,2,2,2,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
phyllosticta-leaf-spot_207,6,1,2,1,0,2,2,3,3,2,1,0,2,2,2,2,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_208,1,1,0,0,0,0,0,0,1,2,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_209,1,0,2,0,0,2,2,0,0,1,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_210,2,0,0,0,0,3,1,0,0,1,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_211,0,0,0,1,0,2,2,3,1,1,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_212,0,0,2,0,1,1,3,3,3,2,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,2,0,2,0,0,0
alternarialeaf-spot_213,3,0,0,1,0,2,2,0,0,1,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_214,0,0,2,0,0,2,2,3,1,1,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_215,3,1,0,1,0,2,0,3,0,2,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_216,0,0,0,1,0,2,3,0,1,0,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_217,3,0,0,1,0,1,2,3,0,1,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_218,1,1,0,0,0,2,1,0,1,2,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_219,0,0,0,0,0,0,0,3,1,0,1,0,2,2,2,2,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_220,3,0,0,1,0,1,3,0,0,0,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_221,3,1,0,0,0,3,1,3,0,2,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_222,1,0,0,0,0,1,3,3,0,1,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_223,1,0,0,0,0,0,0,0,1,1,1,0,2,2,2,2,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_224,3,0,0,0,0,1,0,3,0,0,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_225,0,0,0,1,0,2,3,3,1,0,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_226,0,1,0,1,0,0,0,3,1,2,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_227,3,1,0,1,0,2,0,0,0,2,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_228,3,1,0,1,0,2,2,0,1,1,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_229,1,1,0,0,0,1,0,3,0,2,1,0,2,2,2,2,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_230,0,1,2,1,0,1,3,3,3,0,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,2,0,2,0,0,0
alternarialeaf-spot_231,1,1,0,0,0,0,3,0,1,2,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_232,0,1,0,1,0,1,0,3,1,2,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_233,1,1,0,0,0,3,2,3,0,2,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_234,1,0,0,1,0,2,2,0,0,0,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_235,3,0,0,1,0,1,2,0,0,1,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_236,2,0,0,0,0,3,1,0,0,0,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_237,3,0,0,0,0,0,3,3,1,0,1,0,2,2,2,2,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_238,3,0,0,1,0,0,0,3,1,1,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_239,1,0,0,1,0,0,0,0,0,2,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_240,3,1,0,0,0,2,2,3,1,2,1,0,2,2,2,2,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_241,0,0,0,0,0,1,0,3,0,1,1,0,2,2,2,2,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_242,3,0,0,0,0,3,2,3,0,0,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_243,0,0,0,0,0,3,2,3,0,1,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_244,3,1,0,1,0,1,0,0,0,2,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_245,3,0,0,0,0,2,1,3,1,0,1,0,2,2,2,2,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
alternarialeaf-spot_246,0,0,0,0,0,0,3,3,1,1,1,0,2,2,2,2,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
frog-eye-leaf-spot_247,0,0,2,1,0,2,2,3,0,0,1,0,2,2,2,0,0,0,0,1,0,3,0,0,0,0,0,3,4,2,0,0,0,0,0
frog-eye-leaf-spot_248,1,0,2,1,0,0,0,3,1,1,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
frog-eye-leaf-spot_249,3,0,2,0,0,1,0,3,0,0,1,0,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
frog-eye-leaf-spot_250,3,1,0,0,0,2,3,3,0,2,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
frog-eye-leaf-spot_251,0,1,0,1,0,2,2,3,1,2,1,0,2,2,2,0,0,0,0,1,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_252,1,0,2,0,0,2,2,0,1,0,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
frog-eye-leaf-spot_253,2,0,0,0,0,1,2,3,1,1,1,0,2,2,2,0,0,0,0,1,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_254,3,0,0,1,0,1,3,3,0,1,1,0,2,2,2,0,0,0,0,1,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_255,3,0,0,0,0,0,0,0,1,0,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
frog-eye-leaf-spot_256,3,0,0,1,0,1,2,3,1,1,1,0,2,2,2,0,0,0,0,1,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_257,3,0,0,0,0,3,0,3,1,1,1,0,2,2,2,0,0,0,0,1,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_258,1,0,0,0,0,1,2,3,1,0,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
frog-eye-leaf-spot_259,1,0,0,1,0,0,0,0,1,0,1,0,2,2,2,0,0,0,0,1,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_260,1,0,0,0,0,1,0,0,1,1,1,0,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_261,2,1,0,0,0,2,3,0,0,2,1,0,2,2,2,0,0,0,0,1,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_262,3,0,0,0,0,2,1,0,0,1,1,0,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_263,3,0,0,1,0,0,0,3,1,0,1,0,2,2,2,0,0,0,0,1,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_264,1,0,0,1,0,0,3,0,0,0,1,0,2,2,2,0,0,0,0,1,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_265,3,0,0,1,0,1,0,3,1,1,1,0,2,2,2,0,0,0,0,1,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_266,3,0,0,0,0,2,1,0,0,0,1,0,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_267,2,0,0,0,0,0,3,0,0,1,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
frog-eye-leaf-spot_268,0,0,2,1,0,2,2,3,1,0,1,0,2,2,2,0,0,0,0,1,0,3,0,1,0,0,0,3,4,2,0,2,2,2,0
frog-eye-leaf-spot_269,3,0,2,0,0,0,2,0,3,0,1,0,2,2,2,0,0,0,0,1,0,1,0,1,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_270,3,0,0,0,0,2,3,0,0,0,1,0,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_271,3,1,0,0,0,2,2,3,1,2,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
frog-eye-leaf-spot_272,2,1,0,0,0,2,1,0,0,2,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
frog-eye-leaf-spot_273,0,1,0,1,0,2,0,3,1,2,1,0,2,2,2,0,0,0,0,1,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_274,1,0,0,0,0,0,3,0,0,1,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
frog-eye-leaf-spot_275,1,0,0,1,0,0,1,0,0,0,1,0,2,2,2,0,0,0,0,1,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_276,0,1,0,1,0,2,1,3,0,2,1,0,2,2,2,0,0,0,0,1,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_277,3,1,0,1,0,2,2,3,1,2,1,0,2,2,2,0,0,0,0,1,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_278,1,0,0,0,0,3,0,0,1,0,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
frog-eye-leaf-spot_279,1,0,0,0,0,1,2,0,1,1,1,0,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_280,1,1,2,1,0,0,0,3,3,2,0,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
frog-eye-leaf-spot_281,1,0,0,0,0,1,1,3,0,1,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
frog-eye-leaf-spot_282,3,1,0,0,0,0,3,0,0,2,1,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0
frog-eye-leaf-spot_283,1,0,0,1,0,0,2,0,1,0,1,0,2,2,2,0,0,0,0,1,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_284,3,0,0,0,0,0,3,3,0,0,1,0,2,2,2,0,0,0,0,1,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_285,3,0,0,1,0,1,1,3,0,1,1,0,2,2,2,0,0,0,0,1,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0
frog-eye-leaf-spot_286,3,1,0,0,0,1,2,3,1,2,1,0,2,2,2,0,0,0,0,1,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0
diaporthe-pod-&-stem-blight_287,3,0,0,1,2,2,2,2,2,0,1,1,1,1,1,1,1,1,0,2,1,1,0,1,0,0,0,3,4,0,2,2,2,2,3
diaporthe-pod-&-stem-blight_288,0,0,0,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,0,2,1,1,0,1,0,0,0,3,4,2,2,2,2,2,3
diaporthe-pod-&-stem-blight_289,3,0,0,1,2,2,2,2,2,0,1,1,1,1,1,1,1,1,0,2,1,1,0,1,0,0,0,3,4,2,2,2,2,2,3
diaporthe-pod-&-stem-blight_290,4,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,0,2,1,1,0,1,0,0,0,3,4,0,2,2,2,2,3
diaporthe-pod-&-stem-blight_291,3,2,0,1,2,1,2,2,2,3,1,1,1,1,1,1,1,1,0,2,1,1,0,1,0,0,0,3,4,2,2,2,2,2,3
diaporthe-pod-&-stem-blight_292,3,0,0,1,2,1,2,2,2,0,1,1,1,1,1,1,1,1,0,2,1,1,0,1,0,0,0,3,4,2,2,2,2,2,3
cyst-nematode_293,6,2,3,3,2,1,0,2,2,3,0,0,1,1,1,1,1,1,1,2,4,4,2,2,2,3,2,4,1,2,0,1,2,1,2
cyst-nematode_294,2,2,3,3,2,2,3,2,2,3,0,0,1,1,1,1,1,1,1,2,4,4,2,2,2,3,2,4,1,2,0,1,2,1,2
cyst-nematode_295,1,2,3,3,2,2,3,2,2,3,0,0,1,1,1,1,1,1,1,2,4,4,2,2,2,3,2,4,1,2,0,1,2,1,2
cyst-nematode_296,2,2,3,3,2,1,0,2,2,3,0,0,1,1,1,1,1,1,1,2,4,4,2,2,2,3,2,4,1,2,0,1,2,1,2
cyst-nematode_297,1,2,3,3,2,1,0,2,2,3,0,0,1,1,1,1,1,1,1,2,4,4,2,2,2,3,2,4,1,2,0,1,2,1,2
2-4-d-injury_298,7,2,3,3,2,4,4,2,2,3,2,0,0,0,0,1,2,1,2,2,4,4,2,2,2,3,2,2,1,1,1,1,1,1,3
herbicide-injury_299,4,1,3,2,2,0,1,2,2,3,0,0,2,3,2,0,2,1,0,2,4,4,2,2,2,3,2,1,1,1,1,1,1,1,1
herbicide-injury_300,5,1,3,2,2,3,2,2,2,3,0,0,0,0,0,0,2,1,0,2,4,4,2,2,2,3,2,1,1,1,1,1,1,1,1
herbicide-injury_301,4,1,3,2,2,3,1,2,2,3,0,0,0,0,0,0,2,1,0,2,4,4,2,2,2,3,2,1,1,1,1,1,1,1,1
herbicide-injury_302,4,1,3,2,2,0,2,2,2,3,0,0,2,3,2,0,2,1,0,2,4,4,2,2,2,3,2,1,1,1,1,1,1,1,1
